meanAbundance,Variance,select,prevalence,prevalence_0,prevalence_1,featureID
0.15647347,0.10269581,ADlasso,0.20346320346320346,0.20186625194401245,0.21413721413721415,Uggt1
0.005424554,0.0043331976,No selected,0.007034632034632035,0.006842923794712286,0.008316008316008316,Neurl3
0.05856224,0.039610747,ADlasso,0.08143939393939394,0.08242612752721618,0.07484407484407485,Kansl3
0.006751435,0.004634154,No selected,0.00974025974025974,0.009642301710730949,0.010395010395010396,Lman2l
0.0,0.0,No selected,0.0,0.0,0.0,Gm38033
0.00037507963,0.0002598447,No selected,0.0005411255411255411,0.00031104199066874026,0.002079002079002079,Ankrd23
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Gm43543
0.0009376991,0.0006490842,No selected,0.0013528138528138528,0.0015552099533437014,0.0,Ankrd39
0.07297451,0.048910197,ADlasso,0.10064935064935066,0.10544323483670295,0.06860706860706861,Sema4c
0.0020629382,0.0014256642,No selected,0.002976190476190476,0.003110419906687403,0.002079002079002079,Fam178b
0.3194858,0.17074692,ADlasso,0.3998917748917749,0.40435458786936235,0.3700623700623701,Actr1b
0.0,0.0,No selected,0.0,0.0,0.0,Gm33533
0.10490906,0.068092614,ADlasso,0.14339826839826839,0.14463452566096424,0.13513513513513514,Tmem131
0.00037507963,0.0002598447,No selected,0.0005411255411255411,0.00031104199066874026,0.002079002079002079,Gm37020
0.0,0.0,No selected,0.0,0.0,0.0,4930439A04Rik
0.086293116,0.056623857,ADlasso,0.11904761904761904,0.11570762052877138,0.14137214137214138,Coa5
0.06527103,0.044546917,ADlasso,0.08982683982683982,0.09517884914463452,0.05405405405405406,Mgat4a
0.05253249,0.03646306,ADlasso,0.07224025974025974,0.07433903576982892,0.058212058212058215,2010300C02Rik
0.005251115,0.0036122205,No selected,0.007575757575757576,0.007465007776049767,0.008316008316008316,Tsga10
0.029054599,0.019897532,No selected,0.04112554112554113,0.04416796267496112,0.02079002079002079,Mitd1
0.0,0.0,No selected,0.0,0.0,0.0,Lyg2
0.0,0.0,No selected,0.0,0.0,0.0,Lyg1
0.7249523,0.26900852,ADlasso,0.7332251082251082,0.7446345256609642,0.656964656964657,Txndc9
0.036025416,0.024516713,ADlasso,0.050865800865800864,0.047900466562986,0.07068607068607069,Rev1
0.0015003186,0.0010376907,No selected,0.0021645021645021645,0.002177293934681182,0.002079002079002079,Aff3
0.011252386,0.0076729422,No selected,0.016233766233766232,0.015552099533437015,0.02079002079002079,Lonrf2
0.0,0.0,No selected,0.0,0.0,0.0,Chst10
0.0,0.0,No selected,0.0,0.0,0.0,Gm37821
0.04743707,0.032679506,ADlasso,0.06574675324675325,0.0687402799377916,0.04573804573804574,Tbc1d8
0.32506588,0.17285359,ADlasso,0.404491341991342,0.40902021772939345,0.37422037422037424,Rnf149
0.0018753983,0.00129641,No selected,0.0027056277056277055,0.0027993779160186624,0.002079002079002079,Creg2
0.0020629382,0.0014256642,No selected,0.002976190476190476,0.002488335925349922,0.006237006237006237,Rfx8
0.0,0.0,No selected,0.0,0.0,0.0,Gm3646
0.0,0.0,No selected,0.0,0.0,0.0,1700066B17Rik
0.0045009553,0.0030995656,No selected,0.006493506493506494,0.004043545878693624,0.02286902286902287,Gm16894
0.0,0.0,No selected,0.0,0.0,0.0,Gm35801
0.0,0.0,No selected,0.0,0.0,0.0,Gm37623
0.008361457,0.0058463253,No selected,0.011904761904761904,0.011508553654743391,0.014553014553014554,Mfsd9
0.0,0.0,No selected,0.0,0.0,0.0,4930448I06Rik
0.0,0.0,No selected,0.0,0.0,0.0,Gm28634
0.0,0.0,No selected,0.0,0.0,0.0,Gm29664
0.0,0.0,No selected,0.0,0.0,0.0,Gm28140
0.0,0.0,No selected,0.0,0.0,0.0,Pantr1
0.02441206,0.016826231,No selected,0.03463203463203463,0.03639191290824261,0.02286902286902287,Tgfbrap1
0.13750876,0.11457439,ADlasso,0.15854978354978355,0.16205287713841368,0.13513513513513514,Fhl2
0.0005626194,0.00038966155,No selected,0.0008116883116883117,0.0009331259720062209,0.0,Gm29040
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Gm29155
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.0,0.002079002079002079,Gm29156
0.12329519,0.08020556,ADlasso,0.16558441558441558,0.17573872472783825,0.09771309771309772,Uxs1
0.0018753983,0.00129641,No selected,0.0027056277056277055,0.003110419906687403,0.0,Mettl21c
0.00075015926,0.00051940803,No selected,0.0010822510822510823,0.001244167962674961,0.0,Gm8251
0.25427097,0.16466813,ADlasso,0.30573593073593075,0.3206842923794712,0.20582120582120583,Tex30
0.072163984,0.048067003,ADlasso,0.09983766233766234,0.1026438569206843,0.08108108108108109,Kdelc1
0.0,0.0,No selected,0.0,0.0,0.0,Mettl21e
0.0,0.0,No selected,0.0,0.0,0.0,4930521E06Rik
0.0013127788,0.00090822554,No selected,0.001893939393939394,0.0018662519440124418,0.002079002079002079,Col5a2
0.0,0.0,No selected,0.0,0.0,0.0,Gm5269
0.08859689,0.062428586,ADlasso,0.11688311688311688,0.11321928460342146,0.14137214137214138,Slc40a1
0.16580553,0.112943985,ADlasso,0.20833333333333334,0.223950233281493,0.10395010395010396,Slc39a10
0.0,0.0,No selected,0.0,0.0,0.0,Gm28151
0.0,0.0,No selected,0.0,0.0,0.0,Gm29665
0.0,0.0,No selected,0.0,0.0,0.0,Gm28319
0.0005626194,0.00038966155,No selected,0.0008116883116883117,0.0009331259720062209,0.0,9330175M20Rik
0.0,0.0,No selected,0.0,0.0,0.0,1700072G22Rik
0.0043134154,0.0029712261,No selected,0.006222943722943723,0.007153965785381027,0.0,Nabp1
0.0014224825,0.0011044883,No selected,0.001893939393939394,0.002177293934681182,0.0,Gm17767
0.0,0.0,No selected,0.0,0.0,0.0,Gm28055
0.23076324,0.14097159,ADlasso,0.29274891774891776,0.3020217729393468,0.23076923076923078,Myo1b
0.017363362,0.011854414,No selected,0.024891774891774892,0.0223950233281493,0.04158004158004158,Gls
0.064630605,0.043894604,ADlasso,0.08901515151515152,0.09455676516329704,0.05197505197505198,Nab1
0.0,0.0,No selected,0.0,0.0,0.0,Gm28178
0.048261397,0.031865194,ADlasso,0.06872294372294373,0.06811819595645412,0.07276507276507277,Mfsd6
0.05426632,0.037118126,ADlasso,0.07521645021645022,0.07651632970451011,0.06652806652806653,Inpp1
0.04660909,0.032823958,ADlasso,0.06385281385281386,0.05132192846034215,0.14760914760914762,1700019D03Rik
0.00037507963,0.0002598447,No selected,0.0005411255411255411,0.0006220839813374805,0.0,1700019A02Rik
0.01136209,0.007867024,No selected,0.016233766233766232,0.017107309486780714,0.010395010395010396,Pms1
0.0016878585,0.0011670855,No selected,0.002435064935064935,0.002488335925349922,0.002079002079002079,Gm28551
0.07200466,0.047294274,ADlasso,0.10064935064935066,0.10326594090202178,0.08316008316008316,Asnsd1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Dnah7a
0.018474502,0.013187383,No selected,0.025703463203463204,0.029237947122861586,0.002079002079002079,Stk17b
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Hecw2
0.07274071,0.048300542,ADlasso,0.10091991341991342,0.10451010886469674,0.07692307692307693,Gtf3c3
0.10558872,0.072105676,ADlasso,0.13988095238095238,0.12099533437013997,0.2661122661122661,Pgap1
0.10339833,0.06930108,ADlasso,0.1387987012987013,0.128149300155521,0.20997920997921,Ankrd44
0.92976964,0.32863688,ADlasso,0.8122294372294372,0.8388802488335926,0.6340956340956341,Sf3b1
0.97313815,0.40540922,ADlasso,0.8081709956709957,0.8130637636080871,0.7754677754677755,Hspd1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Rftn2
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Boll
0.0,0.0,No selected,0.0,0.0,0.0,Hsfy2
0.001125239,0.00077869004,No selected,0.0016233766233766235,0.0015552099533437014,0.002079002079002079,Satb2
0.0,0.0,No selected,0.0,0.0,0.0,BC055402
0.003563256,0.0024571645,No selected,0.005140692640692641,0.005909797822706065,0.0,4930558J18Rik
0.091246955,0.058797598,ADlasso,0.1266233766233766,0.13157076205287713,0.09355509355509356,Tyw5
0.0,0.0,No selected,0.0,0.0,0.0,Gm17234
0.03505586,0.02367253,ADlasso,0.049783549783549784,0.05132192846034215,0.0395010395010395,Kctd18
0.0,0.0,No selected,0.0,0.0,0.0,Gm15759
0.28031603,0.15544908,ADlasso,0.35633116883116883,0.36049766718507,0.3284823284823285,Clk1
0.19608851,0.122647285,ADlasso,0.25162337662337664,0.2687402799377916,0.13721413721413722,Ppil3
0.090532325,0.06063942,ADlasso,0.12283549783549784,0.12441679626749612,0.11226611226611227,Orc2
0.06298871,0.042864498,ADlasso,0.08685064935064934,0.08522550544323483,0.09771309771309772,Fam126b
0.00037507963,0.0002598447,No selected,0.0005411255411255411,0.0006220839813374805,0.0,Als2cr12
0.039698355,0.026904995,No selected,0.056006493506493504,0.059720062208398136,0.031185031185031187,Trak2
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Als2cr11
0.16090403,0.101888284,ADlasso,0.21212121212121213,0.2161741835147745,0.18503118503118504,Tmem237
0.0,0.0,No selected,0.0,0.0,0.0,Mpp4
0.0013127788,0.00090822554,No selected,0.001893939393939394,0.002177293934681182,0.0,Als2
0.0,0.0,No selected,0.0,0.0,0.0,Gm26813
0.0,0.0,No selected,0.0,0.0,0.0,Gm28411
0.0,0.0,No selected,0.0,0.0,0.0,1700122D07Rik
0.006376355,0.0043790927,No selected,0.0091991341991342,0.008709175738724729,0.012474012474012475,Sumo1
0.00037507963,0.0002598447,No selected,0.0005411255411255411,0.0006220839813374805,0.0,Ica1l
0.17113377,0.10792379,ADlasso,0.22402597402597402,0.2379471228615863,0.13097713097713098,Wdr12
0.015972743,0.011057389,No selected,0.022727272727272728,0.024261275272161743,0.012474012474012475,Raph1
0.0,0.0,No selected,0.0,0.0,0.0,Gm11579
0.0,0.0,No selected,0.0,0.0,0.0,Gm28083
0.0,0.0,No selected,0.0,0.0,0.0,4930587A21Rik
0.0,0.0,No selected,0.0,0.0,0.0,Pard3bos1
0.0,0.0,No selected,0.0,0.0,0.0,Pard3bos2
0.0,0.0,No selected,0.0,0.0,0.0,Pard3bos3
0.0,0.0,No selected,0.0,0.0,0.0,Gm29084
0.0,0.0,No selected,0.0,0.0,0.0,Gm29083
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Gm4208
0.04352697,0.029119635,ADlasso,0.06168831168831169,0.060964230171073094,0.06652806652806653,Ino80d
0.23475523,0.1375771,ADlasso,0.30194805194805197,0.30606531881804044,0.27442827442827444,Ndufs1
0.0015003186,0.0010376907,No selected,0.0021645021645021645,0.0015552099533437014,0.006237006237006237,Gpr1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.0,0.002079002079002079,Gm11608
0.0,0.0,No selected,0.0,0.0,0.0,Dytn
0.0009376991,0.0006490842,No selected,0.0013528138528138528,0.001244167962674961,0.002079002079002079,Mdh1b
0.0,0.0,No selected,0.0,0.0,0.0,4933402D24Rik
0.2692998,0.1658597,ADlasso,0.32846320346320346,0.3138413685847589,0.4261954261954262,Klf7
0.0,0.0,No selected,0.0,0.0,0.0,Gm28981
0.07807329,0.052258387,ADlasso,0.10714285714285714,0.11446345256609643,0.058212058212058215,Mettl21a
0.01963161,0.014186382,No selected,0.027056277056277056,0.029548989113530325,0.010395010395010396,Fzd5
0.0026255574,0.0018130045,No selected,0.003787878787878788,0.004354587869362364,0.0,Plekhm3
0.103111565,0.101268545,No selected,0.10903679653679654,0.12534992223950234,0.0,Akr1cl
0.0,0.0,No selected,0.0,0.0,0.0,Cryge
0.0,0.0,No selected,0.0,0.0,0.0,Crygd
0.0009376991,0.0006490842,No selected,0.0013528138528138528,0.001244167962674961,0.002079002079002079,Crygc
0.0,0.0,No selected,0.0,0.0,0.0,Crygb
0.0,0.0,No selected,0.0,0.0,0.0,Cryga
0.0,0.0,No selected,0.0,0.0,0.0,Gm28845
0.0,0.0,No selected,0.0,0.0,0.0,D630023F18Rik
0.22077206,0.14823158,ADlasso,0.26866883116883117,0.2849144634525661,0.1600831600831601,Idh1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Gm10558
0.057114936,0.04072269,ADlasso,0.07683982683982683,0.08398133748055987,0.029106029106029108,Kansl1l
0.40053284,0.24711415,ADlasso,0.43695887445887444,0.46127527216174186,0.27442827442827444,Acadl
0.0002972436,0.0003264671,No selected,0.00027056277056277056,0.0,0.002079002079002079,Myl1
0.20117661,0.11909796,ADlasso,0.26515151515151514,0.26531881804043544,0.26403326403326405,Lancl1
0.0016878585,0.0011670855,No selected,0.002435064935064935,0.0027993779160186624,0.0,Erbb4
0.0,0.0,No selected,0.0,0.0,0.0,Gm29113
0.045059133,0.030286988,ADlasso,0.06358225108225109,0.0656298600311042,0.0498960498960499,Ikzf2
0.019380342,0.014319887,No selected,0.026515151515151516,0.029237947122861586,0.008316008316008316,Bard1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Abca12
0.10746811,0.08106127,ADlasso,0.13392857142857142,0.14867807153965784,0.035343035343035345,Fn1
0.0,0.0,No selected,0.0,0.0,0.0,Gm28818
0.0075015947,0.0051434324,No selected,0.010822510822510822,0.011508553654743391,0.006237006237006237,4933417E11Rik
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.0,0.002079002079002079,4930556G22Rik
0.01861271,0.013556536,No selected,0.025703463203463204,0.028926905132192846,0.004158004158004158,Gm4319
0.04191758,0.032871515,ADlasso,0.05438311688311688,0.05474339035769829,0.05197505197505198,Mreg
0.13557841,0.0913537,ADlasso,0.17667748917748918,0.18133748055987559,0.14553014553014554,Pecr
0.037808865,0.026344366,ADlasso,0.05248917748917749,0.05163297045101089,0.058212058212058215,March4
0.0,0.0,No selected,0.0,0.0,0.0,Ankar
0.10793126,0.08657487,ADlasso,0.13014069264069264,0.14090202177293934,0.058212058212058215,Igfbp5
0.0,0.0,No selected,0.0,0.0,0.0,Tnp1
0.0,0.0,No selected,0.0,0.0,0.0,Pinc
0.0009376991,0.0006490842,No selected,0.0013528138528138528,0.0009331259720062209,0.004158004158004158,C530043A13Rik
0.0013127788,0.00090822554,No selected,0.001893939393939394,0.002177293934681182,0.0,6030407O03Rik
0.0,0.0,No selected,0.0,0.0,0.0,Gm29183
0.05283004,0.038641647,No selected,0.07034632034632035,0.08055987558320374,0.002079002079002079,Tns1
0.0,0.0,No selected,0.0,0.0,0.0,Cxcr1
0.9316889,0.29306155,ADlasso,0.8295454545454546,0.8363919129082427,0.7837837837837838,Aamp
0.16269146,0.10965791,ADlasso,0.2069805194805195,0.21741835147744945,0.13721413721413722,Tmbim1
0.07303794,0.048063807,ADlasso,0.10173160173160173,0.10544323483670295,0.07692307692307693,Usp37
0.01819136,0.012278376,No selected,0.026244588744588744,0.023950233281493,0.04158004158004158,Zfp142
0.1483024,0.0915966,ADlasso,0.200487012987013,0.19937791601866253,0.2079002079002079,Rnf25
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Prkag3
0.0,0.0,No selected,0.0,0.0,0.0,Gm29539
0.61026275,0.80174947,ADlasso,0.39204545454545453,0.34930015552099536,0.6777546777546778,Fev
0.63540334,0.70086443,ADlasso,0.44426406926406925,0.40933125972006223,0.6777546777546778,Cryba2
0.0015003186,0.0010376907,No selected,0.0021645021645021645,0.0018662519440124418,0.004158004158004158,Ccdc108
0.0006723232,0.0005860888,No selected,0.0008116883116883117,0.0009331259720062209,0.0,Ihh
0.040997017,0.028302977,ADlasso,0.05708874458874459,0.060653188180404355,0.033264033264033266,Nhej1
0.0024380176,0.0016839614,No selected,0.0035173160173160175,0.0037325038880248835,0.002079002079002079,Slc23a3
0.1540139,0.096080795,ADlasso,0.20562770562770563,0.21368584758942458,0.15176715176715178,Cnppd1
0.045950864,0.031185513,ADlasso,0.06439393939393939,0.06811819595645412,0.0395010395010395,Abcb6
0.054078773,0.036488492,ADlasso,0.07548701298701299,0.07465007776049767,0.08108108108108109,Atg9a
0.00975207,0.0066645145,No selected,0.01406926406926407,0.014930015552099534,0.008316008316008316,Glb1l
0.7034288,0.35620856,ADlasso,0.6593614718614719,0.6441679626749611,0.760914760914761,Tuba4a
0.0,0.0,No selected,0.0,0.0,0.0,A630095N17Rik
0.122019835,0.1122915,ADlasso,0.13176406926406928,0.09797822706065319,0.3575883575883576,Ptprn
0.20399971,0.22597806,ADlasso,0.18046536796536797,0.11601866251944012,0.6112266112266113,Resp18
0.49134988,0.23962735,ADlasso,0.5508658008658008,0.5440124416796267,0.5966735966735967,Dnpep
0.0,0.0,No selected,0.0,0.0,0.0,Gm15179
0.0,0.0,No selected,0.0,0.0,0.0,Gm15178
0.18610358,0.12219618,ADlasso,0.2353896103896104,0.21835147744945568,0.3492723492723493,Chpf
0.034415405,0.023393624,No selected,0.048701298701298704,0.0510108864696734,0.033264033264033266,Obsl1
0.0,0.0,No selected,0.0,0.0,0.0,Gm29065
0.0,0.0,No selected,0.0,0.0,0.0,Gm816
0.014158028,0.012136349,No selected,0.017586580086580088,0.015241057542768274,0.033264033264033266,Epha4
0.0,0.0,No selected,0.0,0.0,0.0,Gm28387
0.0,0.0,No selected,0.0,0.0,0.0,Pax3
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.0,0.002079002079002079,Gm28410
0.11270784,0.071141675,ADlasso,0.1553030303030303,0.16080870917573872,0.11850311850311851,Farsb
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,BC035947
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,5730419F03Rik
0.0,0.0,No selected,0.0,0.0,0.0,Gm29536
0.34868833,0.4397336,ADlasso,0.2583874458874459,0.19875583203732503,0.656964656964657,Scg2
0.071191065,0.04772795,ADlasso,0.09848484848484848,0.09953343701399689,0.09147609147609148,Ap1s3
0.050122675,0.033834837,ADlasso,0.07034632034632035,0.0640746500777605,0.11226611226611227,Wdfy1
0.17105098,0.11992837,ADlasso,0.2104978354978355,0.18973561430793157,0.3492723492723493,Serpine2
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Fam124b
0.21709397,0.13015118,ADlasso,0.2800324675324675,0.2771384136858476,0.2993762993762994,Cul3
0.007126515,0.0048889336,No selected,0.010281385281385282,0.01026438569206843,0.010395010395010396,Dock10
0.008548997,0.0059731463,No selected,0.012175324675324676,0.011508553654743391,0.016632016632016633,Irs1
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Gm28940
0.0024380176,0.0016839614,No selected,0.0035173160173160175,0.003421461897356143,0.004158004158004158,Col4a4
0.004985739,0.0035515146,No selected,0.007034632034632035,0.006220839813374806,0.012474012474012475,Tm4sf20
0.0013127788,0.00090822554,No selected,0.001893939393939394,0.0018662519440124418,0.002079002079002079,Slc19a3
0.0,0.0,No selected,0.0,0.0,0.0,Krtap28-10
0.19016185,0.15950972,ADlasso,0.2050865800865801,0.13001555209953344,0.7068607068607069,Sphkap
0.0,0.0,No selected,0.0,0.0,0.0,4933436I20Rik
0.0020948057,0.0016886644,No selected,0.0027056277056277055,0.0015552099533437014,0.010395010395010396,Pid1
0.068696976,0.051573668,ADlasso,0.08874458874458875,0.09300155520995335,0.060291060291060294,Dner
0.24733913,0.14328302,ADlasso,0.3162878787878788,0.3104199066874028,0.35550935550935553,Trip12
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,Slc16a14
0.0,0.0,No selected,0.0,0.0,0.0,C130026I21Rik
0.0,0.0,No selected,0.0,0.0,0.0,A530032D15Rik
0.0,0.0,No selected,0.0,0.0,0.0,Gm16092
0.0005626194,0.00038966155,No selected,0.0008116883116883117,0.0006220839813374805,0.002079002079002079,Sp110
0.0,0.0,No selected,0.0,0.0,0.0,Gm10552
0.0,0.0,No selected,0.0,0.0,0.0,Gm17017
0.00018753982,0.00012995752,No selected,0.00027056277056277056,0.00031104199066874026,0.0,A630001G21Rik
0.0,0.0,No selected,0.0,0.0,0.0,Gm28884
