Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
5	Clus_CD14_Mono	Intermediate monocyte	8.78145782581433e-27	2.78248394444775e-29	0.118488253319714	6/21	14/168	CD14,LYZ,S100A8,FCN1,S100A9,CEBPD	LYZ,NEAT1,S100A8,FCN1,VCAN,S100A9,MS4A6A,CYBB,CTSS,FOS,MARCKS,CEBPD,NAP1L1,IFITM2
6	Clus_CD14_Mono	Neutrophil	1.83682764984019e-22	2.71392604177229e-24	0.0348360655737705	6/117	11/280	CD14,LYZ,S100A8,S100A9,CCL3,IFITM2	CD14,LYZ,S100A8,FCN1,S100A9,CYBB,CTSS,RPS19,MYL12A,IFITM2,RPS27
7	Clus_CD14_Mono	CD1c-positive myeloid dendritic cell	6.19225284266687e-20	2.1352596009196e-21	NA	4/15	4/35	LYZ,S100A8,VCAN,S100A9	LYZ,S100A8,VCAN,S100A9
8	Clus_CD14_Mono	Myeloid suppressor cell	9.72418525587424e-16	2.94918965014903e-15	0.000334725041063234	5/41	16/446	CD14,S100A8,FCN1,VCAN,S100A9	CD14,LYZ,NEAT1,S100A8,FCN1,VCAN,S100A9,MS4A6A,CYBB,CTSS,NFKBIA,TNFAIP2,RPS19,B2M,TMSB4X,IFITM2
9	Clus_CD14_Mono	CD14-positive, CD16-positive monocyte	8.62787413323029e-15	2.89690138210989e-17	0.351936218678815	4/9	6/188	CD14,LYZ,S100A8,S100A9	LYZ,FCN1,CYBB,CTSS,NAP1L1,IFITM2
10	Clus_CD14_Mono	Non-classical monocyte	3.01173745159978e-13	1.55779523358609e-14	NA	3/52	5/72	CD14,LYZ,FCN1	FCN1,CTSS,RPS19,NAP1L1,IFITM2
1	Clus_CD16_Mono	Monocyte	7.67289254278172e-41	9.24546334196086e-42	0.000345775713852287	16/218	22/365	FCGR3A,LST1,AIF1,MS4A7,COTL1,CFD,PSAP,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,MALAT1,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,COTL1,TCF7L2,CFD,PSAP,CEBPB,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,CDKN1C,MARCKS,NRGN,TAGLN2,S100A9,S100A8,HLA-A
2	Clus_CD16_Mono	Macrophage	3.30417054803743e-29	4.05220545755689e-32	0.0929070929070929	16/281	20/653	FCGR3A,LST1,AIF1,MS4A7,COTL1,PSAP,CEBPB,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,B2M,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,COTL1,CFD,PSAP,CEBPB,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,MARCKS,B2M,TMSB4X,S100A9,S100A8,HLA-A
3	Clus_CD16_Mono	Non-classical monocyte	3.65875000714592e-28	1.6921281439169e-28	0.000384002657940597	7/52	14/72	FCGR3A,LST1,AIF1,TCF7L2,CST3,FCER1G,CDKN1C	FCGR3A,LST1,AIF1,MS4A7,COTL1,TCF7L2,CFD,PSAP,HLA-DPA1,SERPINA1,SAT1,FCER1G,LILRB2,CDKN1C
4	Clus_CD16_Mono	CD14-positive, CD16-positive monocyte	7.4217647677456e-23	1.93548252517234e-20	1.09984381443838e-06	3/9	15/188	FCGR3A,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,COTL1,TCF7L2,CFD,PSAP,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,CDKN1C
5	Clus_CD16_Mono	Dendritic cell	4.50126097395861e-18	8.08598108514365e-19	0.00246531219570937	8/143	21/307	FCGR3A,LST1,AIF1,MS4A7,HLA-DPA1,SERPINA1,CST3,S100A9	FCGR3A,LST1,AIF1,MS4A7,COTL1,TCF7L2,PSAP,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,MARCKS,B2M,TAGLN2,TMSB4X,HLA-A,PTMA,RPLP1,RPL41
6	Clus_CD16_Mono	CD14-low, CD16-positive monocyte	5.40411722849577e-18	1.22531042060588e-18	0.00236194754924994	2/4	14/93	FCGR3A,MS4A7	FCGR3A,LST1,AIF1,COTL1,TCF7L2,CFD,PSAP,HLA-DPA1,SERPINA1,SAT1,CST3,FCER1G,LILRB2,CDKN1C
7	Clus_CD16_Mono	Suppressor macrophage	3.20460869282116e-16	9.66907795247762e-18	NA	4/16	0/1	FCGR3A,CST3,S100A9,S100A8	
8	Clus_CD16_Mono	Neutrophil	1.125672729538e-13	3.68013084003956e-15	0.0314795383001049	4/117	8/280	FCGR3A,CST3,S100A9,S100A8	FCGR3A,LST1,AIF1,SERPINA1,FCER1G,S100A9,S100A8,RPLP1
9	Clus_CD16_Mono	Intermediate monocyte	2.63343336242534e-13	4.57725139078902e-16	0.675483214649034	3/21	15/168	FCGR3A,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,COTL1,CFD,PSAP,HLA-DPA1,SERPINA1,SAT1,CST3,LILRB2,MARCKS,S100A9,S100A8
10	Clus_CD16_Mono	Monocyte-derived dendritic cell	1.2527986823097e-10	6.55259680150895e-13	0.299582463465553	4/26	9/577	FCGR3A,CST3,S100A9,S100A8	FCGR3A,PSAP,CEBPB,SAT1,FCER1G,LILRB2,MARCKS,B2M,TMSB4X
1	Clus_CD4_CTL	Effector memory CD4-positive, alpha-beta T cell	5.71957974404638e-38	2.4338637208708e-39	NA	7/26	0/1	CD4,IL7R,ITGB1,GNLY,RORA,GZMA,CCL5	
2	Clus_CD4_CTL	CD4-positive, alpha-beta T cell	3.43334339361187e-36	8.33068954973197e-39	0.292585170340681	10/93	21/281	CD4,NKG7,IL7R,TRBC1,HOPX,GNLY,CD2,ID2,GZMA,CCL5	GZMH,CD4,NKG7,FGFBP2,IL7R,S100A4,TRBC1,ITGB1,GNLY,CD6,CD52,IL32,MAF,CD2,RORA,ID2,CD3G,TSC22D3,GZMA,CCL5,RPLP0
3	Clus_CD4_CTL	Mature NK T cell	8.09592537755641e-36	1.64683748214045e-37	0.0471414242728185	9/39	17/141	NKG7,FGFBP2,IL7R,GNLY,CD52,IL32,CD2,GZMA,CCL5	GZMH,NKG7,FGFBP2,IL7R,TRBC1,HOPX,GNLY,CD52,IL32,CD2,RORA,ID2,CD3G,TSC22D3,GZMA,CCL5,SH3BGRL3
4	Clus_CD4_CTL	Effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	3.53956666336239e-35	5.56021588425774e-33	7.78115841499166e-06	6/13	19/243	GZMH,CD4,NKG7,GNLY,GZMA,CCL5	GZMH,NKG7,FGFBP2,S100A4,HOPX,ITGB1,GNLY,CD6,CD52,IL32,CD2,RORA,EFHD2,ID2,CD3G,GZMA,YWHAQ,CCL5,SH3BGRL3
5	Clus_CD4_CTL	CD8-positive, alpha-beta cytotoxic T cell	1.41899755387113e-30	8.82018145353695e-30	0.000269816535033991	6/51	17/175	GZMH,NKG7,GNLY,CD2,GZMA,CCL5	GZMH,NKG7,FGFBP2,IL7R,TRBC1,HOPX,ITGB1,GNLY,CD52,IL32,CD2,RORA,ID2,CD3G,TSC22D3,GZMA,CCL5
6	Clus_CD4_CTL	Effector memory CD8-positive, alpha-beta T cell	9.84713780020462e-27	1.13460757406532e-27	0.01929502494292	6/44	11/78	GZMH,NKG7,IL7R,GNLY,GZMA,CCL5	GZMH,NKG7,FGFBP2,IL7R,S100A4,ITGB1,GNLY,CD52,EFHD2,CCL5,SH3BGRL3
7	Clus_CD4_CTL	CD8-positive, alpha-beta T cell	2.77606877653693e-26	9.45461522153496e-24	7.59502354741241e-06	11/96	20/293	GZMH,CD4,NKG7,FGFBP2,IL7R,TRBC1,ITGB1,GNLY,CD2,GZMA,CCL5	GZMH,NKG7,FGFBP2,IL7R,S100A4,TRBC1,HOPX,GNLY,CD52,IL32,CD2,MYBL1,RORA,ID2,CD3G,TSC22D3,GZMA,YWHAQ,CCL5,SH3BGRL3
8	Clus_CD4_CTL	Effector T cell	8.66607843163579e-26	2.6526074117285e-27	0.0969498910675381	7/48	7/67	GZMH,NKG7,FGFBP2,GNLY,ID2,GZMA,CCL5	GZMH,NKG7,IL32,CD2,TSC22D3,GZMA,CCL5
9	Clus_CD4_CTL	CD4-positive, alpha-beta cytotoxic T cell	2.6624965836489e-25	5.66488634818914e-26	NA	3/3	0/1	GZMH,NKG7,GNLY	
10	Clus_CD4_CTL	Helper T cell	1.65835999571393e-24	2.39966327530514e-26	0.263747454175153	5/57	12/159	CD4,IL7R,CD52,IL32,TSC22D3	CD4,IL7R,S100A4,TRBC1,HOPX,CD6,CD52,IL32,CD2,RORA,CD3G,TSC22D3
1	Clus_CD4_Naive	Central memory CD4-positive, alpha-beta T cell	3.32332299093311e-21	7.07089998070875e-23	NA	5/25	0/1	CD4,TMSB10,MAL,CCR7,LTB	
2	Clus_CD4_Naive	CD4-positive, alpha-beta T cell	5.95272619658089e-17	2.31957310640447e-16	0.000264402370412034	5/93	17/281	CD4,CCR7,LTB,TCF7,CD40LG	TSHZ2,CD4,IL6ST,TRAT1,NOSIP,GIMAP7,RGS10,MAL,ITM2A,CD7,CCR7,SATB1,LTB,BCL11B,TCF7,CD40LG,RPS27
3	Clus_CD4_Naive	T cell	5.95272619658089e-17	3.74248137246963e-19	0.226034308779011	9/221	14/225	CD4,TRAT1,GIMAP7,CD7,CCR7,LTB,TCF7,CD40LG,CD247	CD4,TRAT1,NOSIP,GIMAP7,RGS10,MAL,ITM2A,CD7,CCR7,LTB,BCL11B,TCF7,RPS27,CD247
4	Clus_CD4_Naive	Regulatory T cell	6.13181078055054e-14	5.218562366426e-15	NA	4/68	4/98	CD4,CD7,CCR7,CD40LG	NOSIP,CD7,LTB,CD247
5	Clus_CD4_Naive	Naive thymus-derived CD4-positive, alpha-beta T cell	5.38576625340123e-13	1.06689378743381e-13	0.0153230235961526	3/13	15/111	CD4,CCR7,TCF7	FHIT,TSHZ2,TRAT1,NOSIP,ADTRP,GIMAP7,TMSB10,TRABD2A,MAL,CCR7,SATB1,LTB,BCL11B,TCF7,CD40LG
6	Clus_CD4_Naive	CD4-positive, alpha-beta memory T cell	7.05354052812337e-11	3.04916972412421e-12	0.133333333333333	2/10	6/44	CD4,CCR7	TRAT1,MAL,CCR7,LTB,BCL11B,TCF7
7	Clus_CD4_Naive	CD4-positive, CD25-positive, alpha-beta regulatory T cell	7.05354052812337e-11	1.11373152608877e-11	NA	2/24	3/230	CD4,LTB	ITM2A,CD7,LTB
8	Clus_CD4_Naive	Helper T cell	7.05354052812337e-11	5.04065199324669e-13	0.642710472279261	3/57	10/159	CD4,CCR7,CD40LG	TSHZ2,CD4,TRAT1,GIMAP7,ITM2A,CD7,LTB,CD40LG,RPS27,CD247
9	Clus_CD4_Naive	Effector memory CD4-positive, alpha-beta T cell	9.59508136677674e-11	1.83735600640406e-11	NA	3/26	0/1	CD4,MAL,CCR7	
10	Clus_CD4_Naive	Activated CD4-positive, alpha-beta T cell	1.08910066004823e-09	5.46896375067598e-11	0.160123966942149	2/30	12/430	CD4,LTB	TRAT1,RFLNB,GIMAP7,RGS10,MAL,ITM2A,CD7,LTB,BCL11B,CD40LG,RPS27,CD247
1	Clus_CD4_Proliferating	Proliferating CD4-positive, alpha-beta T cell	7.10914676068343e-22	3.02516883433337e-23	NA	3/3	0/1	STMN1,MKI67,TUBA1B	
2	Clus_CD4_Proliferating	CD8-positive, alpha-beta T cell	2.12877079336694e-11	3.40280811092369e-11	0.00125636231037595	7/96	15/293	STMN1,TOP2A,TRAC,MKI67,TRBC2,TYMS,NUSAP1	STMN1,HMGB2,TOP2A,CD3D,TRAC,IL32,MKI67,TUBB,COTL1,PCLAF,TUBA1B,TRBC2,TYMS,NUSAP1,SPOCK2
3	Clus_CD4_Proliferating	CD4-positive, alpha-beta T cell	5.4796628241878e-10	4.06103191602537e-08	4.0830238899712e-05	5/93	5/281	STMN1,TOP2A,TRAC,MKI67,COTL1	CD3D,TRAC,IL32,TRBC2,SPOCK2
4	Clus_CD4_Proliferating	CD8-positive, alpha-beta cytotoxic T cell	5.9806408179902e-06	9.16264122862267e-07	0.0382215590385935	4/51	7/175	STMN1,HMGB2,TUBB,PCLAF	HMGB2,CD3D,TRAC,IL32,COTL1,TRBC2,SPOCK2
5	Clus_CD4_Proliferating	Central memory CD4-positive, alpha-beta T cell	1.6400643897516e-05	2.09369922095949e-06	NA	2/25	0/1	TRAC,IL32	
6	Clus_CD4_Proliferating	Effector memory CD8-positive, alpha-beta T cell	2.64270456782369e-05	3.93594297335443e-06	NA	3/44	0/78	TOP2A,TRAC,MKI67	
7	Clus_CD4_Proliferating	Regulatory T cell	0.000859789606746573	0.00050954692464875	0.0232698740299788	3/68	6/98	TRAC,IL32,TRBC2	CD3D,TRAC,IL32,TRBC2,CORO1B,SPOCK2
8	Clus_CD4_Proliferating	Gamma-delta T cell	0.00695907608719533	0.00104243507114924	0.141987829614604	2/35	15/308	TOP2A,MKI67	STMN1,HMGB2,TOP2A,CD3D,TRAC,IL32,MKI67,TUBB,PCLAF,TUBA1B,PTTG1,TRBC2,TYMS,NUSAP1,SPOCK2
9	Clus_CD4_Proliferating	Helper T cell	0.00798491997433254	0.00339153052991012	0.0577731092436975	2/57	8/159	IL32,TRBC2	CD3D,LIMS1,TRAC,IL32,COTL1,ANP32E,TRBC2,CORO1B
1	Clus_CD4_TCM	Central memory CD4-positive, alpha-beta T cell	4.29957794293045e-47	9.1480381764478e-49	NA	8/25	0/1	ITGB1,LTB,IL7R,AQP3,ANXA1,CD4,CD69,IL32	
2	Clus_CD4_TCM	Effector memory CD4-positive, alpha-beta T cell	1.99789001002385e-42	8.5016596171228e-44	NA	6/26	0/1	ITGB1,IL7R,AQP3,ANXA1,CD4,RORA	
3	Clus_CD4_TCM	CD4-positive, alpha-beta T cell	3.19295007950404e-29	3.01165442338957e-29	0.000918647049280288	8/93	18/281	LTB,IL7R,GPR183,CD2,ANXA1,CD4,CD69,JUNB	ITGB1,LTB,IL7R,GPR183,MAF,CD2,CD52,ANXA1,CD4,FYB1,CD69,JUNB,S100A4,ITM2A,RORA,IL32,FXYD5,INPP4B
4	Clus_CD4_TCM	T cell	5.08187603586466e-29	6.14271490461003e-31	0.096579476861167	8/221	17/225	LTB,IL7R,CD2,CD52,CD4,CD69,VIM,IL32	ITGB1,LTB,IL7R,GPR183,CD2,AQP3,CD52,ANXA1,CD4,FYB1,TRADD,CD69,VIM,S100A4,ITM2A,IL32,FXYD5
5	Clus_CD4_TCM	Helper T cell	3.61198898132837e-24	2.71204353278774e-24	0.00231001425672514	6/57	14/159	IL7R,GPR183,CD52,CD4,CD69,IL32	LTB,LIMS1,IL7R,CD2,CD52,CD4,CORO1B,FYB1,CD69,JUNB,S100A4,ITM2A,RORA,IL32
6	Clus_CD4_TCM	Activated CD4-positive, alpha-beta T cell	5.48368329533393e-23	1.99705264483123e-23	0.0060041168002931	6/30	19/430	ITGB1,LTB,IL7R,ANXA1,CD4,CD69	ITGB1,LTB,IL7R,GPR183,CD2,AQP3,USP10,CD52,ANXA1,S100A11,FYB1,CD69,JUNB,VIM,S100A4,ITM2A,RORA,IL32,FXYD5
7	Clus_CD4_TCM	Memory T cell	2.01220242822811e-21	4.58231080611802e-23	0.1198738170347	5/16	10/214	LTB,IL7R,GPR183,CD69,S100A4	ITGB1,LTB,IL7R,GPR183,CD2,CD52,CD69,JUNB,IL32,INPP4B
8	Clus_CD4_TCM	Induced T-regulatory cell	6.23781492886452e-15	1.06175573257268e-15	NA	2/4	0/1	IL7R,CD4	
9	Clus_CD4_TCM	T-helper 17 cell	6.34275511934406e-15	1.2145701292361e-15	NA	3/31	0/1	IL7R,CD4,RORA	
10	Clus_CD4_TCM	CD8-positive, alpha-beta T cell	1.24143243851592e-14	4.78851810866758e-15	0.0144357791692766	8/96	10/293	ITGB1,LTB,IL7R,GPR183,CD2,CD4,CD69,JUNB	LTB,IL7R,CD2,CD52,ANXA1,CD69,S100A4,ITM2A,RORA,IL32
1	Clus_CD4_TEM	Effector memory CD4-positive, alpha-beta T cell	1.57141854555173e-62	6.68688742787977e-64	NA	8/26	0/1	GZMK,IL7R,CD4,KLRB1,CCL5,GZMA,ANXA1,CXCR4	
2	Clus_CD4_TEM	T cell	1.57141854555173e-62	3.23567721842492e-62	0.000125960167947812	16/221	22/225	GZMK,IL7R,CD4,IL32,KLRB1,CD2,CCL5,GZMA,TNFAIP3,KLF2,ZFP36L2,LTB,TRAC,CD69,TRBC1,CXCR4	GZMK,IL7R,CD4,IL32,KLRB1,CD2,CCL5,GZMA,TNFAIP3,ANXA1,KLF2,LYAR,ZFP36L2,LTB,ITM2A,S100A4,TRAC,S100A10,CD69,FYB1,TRBC1,CXCR4
