JobID: 20250110220303GW2TVJLHOR8CE6
http://xteam.xbio.top/ACT/ResultAction.action?jobID=20250110220303GW2TVJLHOR8CE6

Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
2	Leiden_10	Plasmablast	1.37244416610739e-24	1.34434246468892e-27	0.145196506550218	2/16	7/324	MZB1,JCHAIN	MZB1,JCHAIN,IGHG1,IGKC,IGHG4,IGLC2,IGHG3
3	Leiden_10	B cell	1.65158994466429e-18	1.12490529729796e-20	0.0404814004376368	7/169	7/258	MZB1,JCHAIN,IGHG1,IGKC,IGHG4,IGLC2,IGHG3	MZB1,JCHAIN,IGHG1,IGKC,IGHG4,IGLC2,IGHG3
4	Leiden_10	Plasmacytoid dendritic cell	9.63942878158368e-16	1.77685323162832e-17	NA	4/93	3/307	MZB1,JCHAIN,IGKC,IGLC2	MZB1,JCHAIN,IGKC
5	Leiden_10	Memory B cell	0.000288823287348972	9.3168802370636e-06	NA	2/39	1/82	IGHG1,IGHG3	IGKC
1	Leiden_11	Fibroblast	1.93894608121275e-37	3.21412640245908e-39	0.00586670506313486	14/309	16/687	CALD1,BGN,IGFBP7,TAGLN,COL1A2,MYL9,TPM2,RGS5,DCN,COL3A1,SPARC,MT2A,NDUFA4L2,COL6A2	CALD1,BGN,IGFBP7,TAGLN,COL1A2,MYL9,TPM2,LGALS1,TIMP1,RGS5,DCN,COL3A1,SPARC,MT2A,NDUFA4L2,COL6A2
2	Leiden_11	Mesenchymal cell	1.13428179323251e-30	7.7150448589696e-32	0.00258605106133071	10/122	13/238	IGFBP7,TAGLN,COL1A2,MYL9,LGALS1,TIMP1,RGS5,DCN,COL3A1,SPARC	CALD1,BGN,IGFBP7,TAGLN,COL1A2,MYL9,TPM2,TIMP1,DCN,COL3A1,SPARC,MT2A,COL6A2
3	Leiden_11	Cancer-associated fibroblast	4.68015210311551e-23	1.07837606062569e-24	NA	7/25	3/150	BGN,COL1A2,RGS5,DCN,COL3A1,SPARC,COL6A2	COL1A2,TIMP1,COL3A1
4	Leiden_11	Myofibroblast cell	3.88019967304858e-22	1.12554052022006e-23	0.0164490530253058	7/72	14/251	IGFBP7,TAGLN,COL1A2,MYL9,RGS5,DCN,COL3A1	CALD1,BGN,IGFBP7,TAGLN,COL1A2,MYL9,TPM2,LGALS1,RGS5,DCN,COL3A1,SPARC,NDUFA4L2,COL6A2
5	Leiden_11	Mesenchymal stem cell	1.93261659436892e-18	2.87460550901668e-16	5.06038110310999e-06	5/145	8/326	COL1A2,DCN,COL3A1,MT2A,NDUFA4L2	CALD1,COL1A2,LGALS1,TIMP1,DCN,COL3A1,SPARC,COL6A2
6	Leiden_11	Hepatic stellate cell	2.77065894936471e-10	3.05656811694762e-08	1.4175814127886e-05	3/20	15/252	RGS5,DCN,COL3A1	CALD1,BGN,IGFBP7,TAGLN,COL1A2,MYL9,TPM2,LGALS1,TIMP1,RGS5,DCN,COL3A1,SPARC,NDUFA4L2,COL6A2
7	Leiden_11	Epithelial cell	5.18982752263102e-05	9.70653415631801e-07	0.226309921962096	6/376	6/838	IGFBP7,TAGLN,LGALS1,TIMP1,DCN,SPARC	CALD1,IGFBP7,LGALS1,TIMP1,SPARC,MT2A
8	Leiden_11	Kupffer cell	0.0017246223470141	0.000166898936807816	NA	4/286	2/87	IGFBP7,MYL9,TPM2,TIMP1	TIMP1,MT2A
9	Leiden_11	Macrophage	0.0017246223470141	0.000162062038098283	NA	4/281	4/293	IGFBP7,MYL9,TPM2,TIMP1	LGALS1,TIMP1,RGS5,NDUFA4L2
10	Leiden_11	Monocyte	0.00909479215241694	0.0010058756297604	NA	3/218	2/191	TPM2,LGALS1,TIMP1	LGALS1,TIMP1
1	Leiden_12	Regulatory T cell	3.35417054710051e-14	4.46461417705226e-14	0.000996795714195716	5/68	14/172	BATF,IL32,TRAC,TIGIT,DUSP4	BATF,IL32,CARD16,TRAC,S100A4,TIGIT,SAT1,DUSP4,CD2,CTSC,SAMSN1,ARID5B,CD3D,RGS1
2	Leiden_12	CD4-positive, CD25-positive, alpha-beta regulatory T cell	3.23817776583413e-10	1.68322892161239e-10	0.00514273541609345	2/24	14/230	BATF,TIGIT	BATF,IL32,CARD16,TRAC,S100A4,TIGIT,SAT1,DUSP4,CD2,CTSC,SAMSN1,ARID5B,CD3D,RGS1
3	Leiden_12	CD4-positive, alpha-beta T cell	2.64298575214994e-07	5.58591655716387e-06	0.000225806934272017	3/93	14/817	TRAC,TIGIT,CD2	BATF,IL32,CARD16,TRAC,S100A4,TIGIT,SAT1,DUSP4,CD2,CTSC,SAMSN1,ARID5B,CD3D,RGS1
4	Leiden_12	Central memory CD4-positive, alpha-beta T cell	5.11294051004206e-05	1.04880830975222e-05	NA	2/25	0/1	IL32,TRAC	
5	Leiden_12	CD8-positive, alpha-beta T cell	0.000104263111813409	2.57456287292724e-05	0.0732217573221757	3/96	10/302	TRAC,TIGIT,CD2	IL32,TRAC,S100A4,TIGIT,SAT1,DUSP4,CD2,SAMSN1,CD3D,RGS1
6	Leiden_12	Mature NK T cell	0.000798836975840516	0.000225312993185786	NA	2/39	4/142	IL32,CD2	IL32,TRAC,CD2,CD3D
1	Leiden_13	B cell	3.29785515894937e-31	2.31747082190052e-31	8.09996549682433e-05	5/169	8/258	CD79A,HLA-DRA,MS4A1,CD37,CD74	CD79A,HLA-DRA,MS4A1,CD52,CD37,CD74,EZR,LAPTM5
2	Leiden_13	Plasma cell	4.62127085285494e-15	6.38885371362436e-17	NA	3/64	2/209	CD79A,MS4A1,LAPTM5	CD79A,CD74
3	Leiden_13	Memory B cell	1.84272461880892e-12	5.81451543404941e-14	0.0164163420365267	3/39	6/82	HLA-DRA,MS4A1,CD74	CD79A,HLA-DRA,MS4A1,CD52,CD37,CD74
4	Leiden_13	Dendritic cell	4.78462422800921e-12	1.10244797880397e-13	NA	3/143	4/199	HLA-DRA,CD52,CD74	HLA-DRA,CD52,CD74,LAPTM5
5	Leiden_13	Immature B cell	5.6368966776128e-12	4.07888382782972e-13	0.011233067761577	2/5	6/169	CD79A,MS4A1	CD79A,HLA-DRA,MS4A1,CD52,CD37,CD74
6	Leiden_13	Mature B cell	1.02596061408129e-11	3.78234327771906e-13	NA	2/4	0/1	MS4A1,CD37	
7	Leiden_13	Pro-B cell	1.39475718136182e-11	5.78470720380478e-13	NA	4/17	3/73	CD79A,HLA-DRA,MS4A1,CD74	CD79A,HLA-DRA,CD74
8	Leiden_13	Effector CD8-positive, alpha-beta T cell	4.23989043773418e-09	2.14925321728461e-10	NA	2/14	0/55	HLA-DRA,CD74	
9	Leiden_13	Monocyte	1.59951463908215e-07	7.4621104316604e-10	0.52300785634119	4/218	5/191	CD79A,HLA-DRA,CD52,CD74	HLA-DRA,CD52,CD37,CD74,LAPTM5
10	Leiden_13	Kupffer cell	3.15608062530304e-07	2.03618104858261e-08	NA	4/286	0/87	HLA-DRA,CD52,CD74,LAPTM5	
1	Leiden_14	T cell	0.000770918524857108	1.77630996510855e-05	NA	3/224	2/240	STMN1,HMGB2,HMGN2	CORO1A,PFN1
2	Leiden_14	Macrophage	0.0021929144954152	6.06335805183927e-05	NA	3/281	0/293	STMN1,HMGB2,HMGN2	
3	Leiden_14	Kupffer cell	0.00230157123629144	7.42442334287561e-05	NA	3/286	0/87	STMN1,HMGB2,HMGN2	
4	Leiden_14	CD8-positive, alpha-beta cytotoxic T cell	0.00259701468006289	9.57424766843464e-05	NA	2/54	4/503	STMN1,HMGB2	STMN1,CORO1A,HMGB2,PFN1
5	Leiden_14	Natural killer cell	0.00269875963256407	0.00011193012300957	NA	2/150	3/208	STMN1,HMGB2	STMN1,CORO1A,PFN1
6	Leiden_14	Stem cell	0.0232806119593959	0.00118012318688182	NA	2/195	2/414	STMN1,CORO1A	STMN1,HMGB2
1	Leiden_15	Hepatocyte	2.51895112513725e-05	1.16080697010933e-07	NA	3/91	3/205	SERPINA1,KRT8,TF	NEAT1,SERPINA1,TF
2	Leiden_15	Monocyte	0.00162010847746854	1.49318753683737e-05	NA	4/218	2/191	MALAT1,NEAT1,SERPINA1,HSPA1A	NEAT1,SERPINA1
3	Leiden_15	Macrophage	0.006794999084273	9.39400795060784e-05	NA	4/281	3/293	MT-CO3,MT-ND2,NEAT1,SERPINA1	SERPINA1,KLF6,HSPA1A
4	Leiden_15	Kupffer cell	0.00679774832512051	0.000125304116592083	NA	4/286	0/87	MT-CO3,MT-ND2,NEAT1,SERPINA1	
5	Leiden_15	Epithelial cell	0.0244823292838093	0.000564108969673025	NA	3/376	4/838	MT-CO2,KLF6,KRT8	NEAT1,KLF6,KRT8,HSPA1A
6	Leiden_15	Progenitor cell	0.0387893634029678	0.00134730280714339	NA	2/178	3/194	MT-ND2,KRT8	MT-ND3,NEAT1,KRT8
1	Leiden_16	Cholangiocyte	2.60277299507783e-17	3.68336335026167e-19	0.0206422071344744	6/36	8/109	KRT8,KRT18,ANXA4,ELF3,DEFB1,FXYD2	KRT8,SOX4,KRT18,PERP,ANXA4,ELF3,DEFB1,FXYD2
2	Leiden_16	Progenitor cell	2.14152918226661e-15	1.53147583719838e-18	0.606194690265487	4/178	6/194	KRT8,SOX4,KRT18,TM4SF1	KRT8,KRT18,ZFAS1,ELF3,S100A10,JUN
3	Leiden_16	Hepatic oval stem cell	2.36900345922131e-14	4.56001259329318e-15	0.00300547430183512	2/5	10/48	KRT8,KRT18	KRT8,TNFRSF12A,SOX4,KRT18,PERP,ANXA4,TM4SF1,ELF3,DEFB1,FXYD2
4	Leiden_16	Hepatocyte	6.52563361514392e-14	1.80432265856514e-15	NA	2/91	0/205	KRT8,KRT18	
5	Leiden_16	Enterocyte	2.84040263152556e-12	6.69007276795717e-14	0.0396246089676747	2/33	9/494	KRT8,KRT18	KRT8,KRT18,ZFAS1,KLF6,ANXA4,ELF3,ATF3,S100A10,JUN
6	Leiden_16	Hematopoietic stem cell	0.00157421080633348	0.000116070842863298	NA	2/88	2/147	SOX4,JUN	SOX4,ZFAS1
7	Leiden_16	Effector T cell	0.0251570074186554	0.00231861819526778	NA	2/51	0/67	S100A10,JUN	
1	Leiden_17	Hepatocyte	2.06915605408406e-18	5.55125409838402e-21	0.0336590662323561	5/91	8/205	HP,ORM1,FGL1,APOC3,APOA1	HP,ALDOB,ORM1,FGL1,APOC3,CFHR1,CFH,APOA1
2	Leiden_17	Enterocyte	2.53054626827394e-11	2.33230070808658e-13	NA	3/33	3/494	ALDOB,APOC3,APOA1	ALDOB,APOC3,APOA1
3	Leiden_17	Epithelial cell	0.00548177616904322	0.000101046565327986	NA	3/376	4/838	ALDOB,APOC3,APOA1	HP,ALDOB,RARRES2,APOA1
1	Leiden_18	Kupffer cell	1.87500519204915e-23	3.00041425982107e-26	0.0458190148911798	6/286	5/87	MARCO,C1QB,HLA-DRB5,C1QA,C1QC,CD5L	MARCO,C1QB,C1QA,C1QC,CD5L
2	Leiden_18	Macrophage	2.68413070962069e-23	4.20434120776717e-26	0.0952380952380952	6/281	6/293	MARCO,C1QB,HLA-DRB5,C1QA,C1QC,CD5L	MARCO,C1QB,HLA-DRB5,C1QA,C1QC,CD5L
3	Leiden_18	Alternatively activated macrophage	6.22945228107185e-13	1.76428399302062e-13	0.00177340152310639	4/56	5/215	MARCO,C1QB,C1QA,C1QC	MARCO,C1QB,HLA-DRB5,C1QA,C1QC
4	Leiden_18	Tumor-associated macrophage	2.59755309912996e-12	5.33741793905519e-14	0.0320366132723112	4/102	5/482	C1QB,HLA-DRB5,C1QA,C1QC	MARCO,C1QB,HLA-DRB5,C1QA,C1QC
5	Leiden_18	Monocyte	7.63403431861897e-11	2.11079289915732e-12	NA	5/218	0/191	MARCO,C1QB,HLA-DRB5,C1QA,C1QC	
6	Leiden_18	Dendritic cell	0.0223962651014666	0.00103655147437153	NA	2/143	3/199	HLA-DRB5,C1QA	C1QB,HLA-DRB5,C1QA
1	Leiden_19	Natural killer cell	3.62352506655918e-17	1.66982721961253e-19	NA	6/150	3/208	GZMB,ALOX5AP,TPSB2,TPSAB1,RGS2,AREG	GZMB,ALOX5AP,AREG
2	Leiden_19	Mast cell	2.06638330839789e-14	4.14928505258858e-17	0.112200435729847	2/61	7/211	TPSB2,TPSAB1	ALOX5AP,TPSB2,TPSAB1,RGS2,AREG,VIM,CAPG
3	Leiden_19	CD8-positive, alpha-beta cytotoxic T cell	3.70515035039162e-12	6.82977023113661e-14	NA	2/54	4/503	GZMB,VIM	GZMB,GPR183,ALOX5AP,VIM
4	Leiden_19	Plasmacytoid dendritic cell	6.95589069612345e-12	2.66744971531539e-14	0.17678381256656	3/93	8/307	GZMB,GPR183,SOX4	GZMB,GPR183,ALOX5AP,AREG,SEC61B,SOX4,VIM,CAPG
5	Leiden_19	CD8-positive, alpha-beta T cell	2.07359216193314e-05	8.60015182368584e-07	NA	2/99	4/302	GZMB,GPR183	GZMB,ALOX5AP,RGS2,VIM
6	Leiden_19	B cell	6.66975087684172e-05	3.38097970715479e-06	NA	4/169	3/258	GZMB,ALOX5AP,RGS2,VIM	GPR183,RGS2,SOX4
7	Leiden_19	Dendritic cell	0.000728100579393621	4.02636265102463e-05	NA	3/143	3/199	GZMB,GPR183,AREG	GPR183,ALOX5AP,RGS2
8	Leiden_19	Helper T cell	0.00483262293937079	0.000378592580503703	NA	2/60	1/159	GPR183,CAPG	ALOX5AP
9	Leiden_19	Fibroblast	0.00685645971753444	0.000600335182641265	NA	3/309	3/687	AREG,SOX4,VIM	RGS2,SOX4,VIM
10	Leiden_19	CD4-positive, alpha-beta T cell	0.0106138289197362	0.00108409340289335	0.088008800880088	2/96	6/817	GZMB,GPR183	GZMB,GPR183,ALOX5AP,RGS2,AREG,VIM
1	Leiden_2	Kupffer cell	1.72982018191674e-40	4.00666302376877e-44	0.390625	13/286	6/87	C1QA,CTSB,TYROBP,GPNMB,LGMN,C1QB,C1QC,CCL3,CTSD,PSAP,FABP5,RNASE1,CCL4L2	C1QA,CTSB,LGMN,C1QB,C1QC,CCL3
2	Leiden_2	Tumor-associated macrophage	5.54611474540577e-21	8.79147017622215e-21	0.000208944837000773	4/102	12/482	C1QA,GPNMB,C1QB,C1QC	C1QA,CTSB,TYROBP,GPNMB,C1QB,C1QC,CCL3,CTSD,PSAP,FABP5,RNASE1,CCL4L2
3	Leiden_2	Monocyte	1.37785230391498e-12	2.8334406786887e-15	0.314253647586981	8/218	5/191	C1QA,CTSB,TYROBP,GPNMB,C1QB,C1QC,PSAP,RNASE1	CTSB,TYROBP,CCL3,CTSD,PSAP
4	Leiden_2	Alternatively activated macrophage	3.48928851977716e-11	9.27777531881132e-10	3.23579374665013e-05	3/56	11/215	C1QA,C1QB,C1QC	C1QA,CTSB,TYROBP,GPNMB,LGMN,C1QB,C1QC,CTSD,PSAP,FABP5,RNASE1
5	Leiden_2	Mononuclear phagocyte	4.86680928778997e-10	1.85931002512951e-12	0.28863868986694	2/13	11/117	TYROBP,C1QC	C1QA,CTSB,TYROBP,GPNMB,LGMN,C1QB,C1QC,CCL3,CTSD,PSAP,CCL4L2
6	Leiden_2	Natural killer cell	0.00166276221621484	7.6624986922343e-05	NA	3/150	3/208	TYROBP,CCL3,CCL4L2	TYROBP,CCL3,CCL4L2
7	Leiden_2	T cell	0.0129067876044381	0.000832695974479876	NA	3/224	2/240	CCL3,PSAP,CCL4L2	TYROBP,CCL4L2
8	Leiden_2	Dendritic cell	0.0303761712450102	0.000299959008030881	0.744099378881988	3/143	7/199	C1QA,TYROBP,CCL3	C1QA,CTSB,TYROBP,C1QB,CCL3,PSAP,CCL4L2
1	Leiden_3	Monocyte	8.03231578166859e-53	4.23878226177197e-55	0.00665537019646392	22/218	25/191	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,LGALS2,FCN1,HLA-DQB1,SRGN,FCER1G,S100A6,LGALS1	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,BCL2A1,IL1B,TIMP1,LGALS2,G0S2,FCN1,HLA-DQB1,CSTA,SRGN,LSP1,FCER1G,LGALS1
2	Leiden_3	Dendritic cell	3.28491825265292e-42	5.9266497183185e-41	4.82525348751754e-06	11/143	24/199	TYROBP,LST1,AIF1,LYZ,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,FCN1,HLA-DQB1,LGALS1	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,GPX1,COTL1,FTH1,BCL2A1,IL1B,TIMP1,LGALS2,G0S2,HLA-DQB1,CSTA,SRGN,LSP1,RPL26,FCER1G,LGALS1
3	Leiden_3	Macrophage	1.72507357538672e-40	1.91165567957804e-39	1.22961336597625e-05	19/281	23/293	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,FCN1,HLA-DQB1,FCER1G,S100A6	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,GPX1,COTL1,FTH1,BCL2A1,IL1B,TIMP1,G0S2,FCN1,HLA-DQB1,SRGN,LSP1,FCER1G,S100A6,LGALS1
4	Leiden_3	Kupffer cell	8.90917296216842e-35	2.62384709539884e-38	0.712269272529859	19/286	7/87	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,FCN1,HLA-DQB1,FCER1G,S100A6	AIF1,SAT1,CST3,HLA-DPA1,GPX1,FTH1,TIMP1
5	Leiden_3	Classical monocyte	1.18899382071339e-15	8.39746940233568e-19	0.916666666666667	6/122	15/79	LYZ,CST3,NEAT1,IL1B,G0S2,FCN1	TYROBP,AIF1,LYZ,SAT1,CST3,BCL2A1,IL1B,TIMP1,LGALS2,G0S2,FCN1,CSTA,SRGN,FCER1G,S100A6
6	Leiden_3	Suppressor macrophage	1.5383779654799e-14	4.96250956606419e-16	NA	2/16	0/1	LYZ,CST3	
7	Leiden_3	CD1c-positive myeloid dendritic cell	3.5366674109342e-14	5.07781384179977e-17	0.65948275862069	3/15	8/50	LYZ,HLA-DRA,CST3	LYZ,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,FCN1,HLA-DQB1,CSTA
8	Leiden_3	B cell	2.18014646262852e-13	7.23339713820248e-14	0.0033834093904775	10/169	7/258	SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,BCL2A1,G0S2,HLA-DQB1,LSP1	HLA-DPB1,HLA-DRA,HLA-DPA1,BCL2A1,HLA-DQB1,SRGN,RPL26
9	Leiden_3	CD141-positive myeloid dendritic cell	1.08955369897382e-10	5.52308326668756e-12	NA	2/7	0/1	LYZ,CST3	
10	Leiden_3	CD14-positive monocyte	1.66045212672704e-10	1.30459742258234e-10	0.00236118790365501	2/25	20/245	LYZ,FCN1	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DRA,CST3,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,LGALS2,FCN1,CSTA,SRGN,FCER1G,S100A6,LGALS1
1	Leiden_4	Hepatocyte	1.11851016374783e-11	2.90903229025539e-15	0.504	4/91	6/205	APOA2,ALB,SERPINA1,APOA1	APOA2,MGST1,ALB,SERPINA1,APOC1,APOA1
2	Leiden_4	Progenitor cell	0.00309538453493501	3.25168401023205e-05	0.0962389380530973	4/178	6/194	MGST1,ALB,TXN,PEBP1	MGST1,RPS18,TXN,IFITM3,RPS6,GAPDH
3	Leiden_4	Monocyte	0.00785375163695839	0.000180962019284756	NA	4/218	2/191	TXN,SERPINA1,IFITM3,MT1X	SERPINA1,GAPDH
4	Leiden_4	Kupffer cell	0.0108504777509313	0.000350015411320364	NA	4/286	1/87	TUBB,SERPINA1,APOC1,IFITM3	IFITM3
5	Leiden_4	Macrophage	0.0108504777509313	0.000301986567184069	NA	4/281	3/293	TUBB,SERPINA1,APOC1,IFITM3	RPL30,SERPINA1,APOC1
1	Leiden_5	Natural killer cell	9.32555372362952e-65	3.16947147112134e-65	8.53394198065332e-05	15/150	22/208	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,TRGC2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPS29,MALAT1,CD52,PRF1,IL32,S100A4,CD53,HLA-E,KLRD1,FCGR3A,ITGB2,RPS27,HSPA8,PFN1,CMC1
2	Leiden_5	Mature NK T cell	6.62351932559937e-51	2.03247183961627e-51	0.000238254348190174	11/42	17/142	FGFBP2,NKG7,GNLY,GZMB,CCL5,CD52,PRF1,IL32,KLRD1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,MALAT1,CD52,PRF1,IL32,KLRD1,HSPA1A,FCGR3A,ITGB2,PFN1,CMC1
3	Leiden_5	CD8-positive, alpha-beta cytotoxic T cell	1.1452556685749e-49	3.79837189954175e-50	0.000339491694894532	8/54	28/503	NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPL13,RPS29,MALAT1,EMP3,CD52,PRF1,IL32,HSPA1B,S100A4,CD53,HLA-E,KLRD1,HSPA1A,FCGR3A,ITGB2,TRGC2,RPL21,RPS27,HSPA8,PFN1,CMC1
4	Leiden_5	Circulating natural killer cell	1.80165288104415e-47	9.95389438826811e-50	0.0284210526315789	7/12	10/61	FGFBP2,NKG7,GNLY,GZMB,KLRD1,HSPA1A,FCGR3A	FGFBP2,NKG7,GNLY,GZMB,GZMH,PRF1,KLRD1,FCGR3A,PFN1,CMC1
5	Leiden_5	Effector T cell	4.54407083046512e-35	7.52554706330327e-38	0.189411764705882	8/51	5/67	FGFBP2,NKG7,GNLY,GZMH,TXNIP,CCL5,KLRD1,FCGR3A	NKG7,GZMH,CCL5,MALAT1,IL32
6	Leiden_5	Effector memory CD8-positive, alpha-beta T cell	6.66037838397792e-27	2.14850915612192e-28	NA	7/47	0/1	NKG7,GNLY,GZMH,CCL5,PRF1,KLRD1,TRGC2	
7	Leiden_5	CD8-positive, alpha-beta T cell	4.08737861631853e-25	1.03594801497095e-27	0.225077081192189	10/99	13/302	FGFBP2,NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,HSPA1A,FCGR3A,ITGB2	NKG7,GNLY,GZMB,GZMH,CCL5,CD52,PRF1,IL32,S100A4,KLRD1,TRGC2,PFN1,CMC1
8	Leiden_5	CD16-positive natural killer cell	1.11706231864784e-21	4.63297735844726e-23	NA	3/3	0/1	NKG7,GNLY,FCGR3A	
