Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
6	Clus_CD14_Mono	Neutrophil	9.57518520407425e-21	3.30328696856806e-23	0.136916835699797	4/117	10/280	S100A9,S100A8,CD14,LYZ	CTSS,S100A9,S100A8,RPS27,CD14,RPS18,FCN1,LYZ,RPS29,RPS19
7	Clus_CD14_Mono	Intermediate monocyte	5.44985018471041e-20	3.46168643323638e-22	0.0899241603466956	5/21	8/168	S100A9,S100A8,CD14,FCN1,LYZ	CTSS,S100A9,S100A8,VCAN,RPS18,FCN1,NEAT1,LYZ
8	Clus_CD14_Mono	CD1c-positive myeloid dendritic cell	1.55141397079896e-18	5.34970334758262e-20	NA	4/15	4/35	S100A9,S100A8,VCAN,LYZ	S100A9,S100A8,VCAN,LYZ
9	Clus_CD14_Mono	Myeloid suppressor cell	6.87683647753424e-16	2.22986077814173e-15	0.00031048088833984	5/41	12/446	S100A9,S100A8,VCAN,CD14,FCN1	CTSS,S100A9,S100A8,VCAN,CD14,TMSB4X,FCN1,NEAT1,LYZ,NFKBIA,B2M,RPS19
10	Clus_CD14_Mono	CD14-positive, CD16-positive monocyte	7.34119465615871e-14	3.48073884559251e-15	NA	4/9	3/188	S100A9,S100A8,CD14,LYZ	CTSS,FCN1,LYZ
1	Clus_CD16_Mono	CD14-positive monocyte	2.44776123673708e-31	2.11013899718713e-33	NA	4/25	4/155	S100A9,S100A8,FCGR3A,MS4A7	S100A9,S100A8,LST1,AIF1
2	Clus_CD16_Mono	Neutrophil	2.92104101546638e-26	4.28724025470677e-29	0.128865979381443	3/117	9/280	S100A9,S100A8,FCGR3A	S100A9,S100A8,RPS27,FCGR3A,LST1,AIF1,RPS18,RPLP1,RPL13
3	Clus_CD16_Mono	Suppressor macrophage	2.84485546611007e-23	4.90492321743116e-25	NA	3/16	0/1	S100A9,S100A8,FCGR3A	
4	Clus_CD16_Mono	CD14-positive, CD16-positive monocyte	2.10838572510841e-18	4.07321254258935e-19	0.00271798813500118	3/9	5/188	S100A9,S100A8,FCGR3A	FCGR3A,LST1,AIF1,MS4A7,CFD
5	Clus_CD16_Mono	Classical monocyte	2.10838572510841e-18	4.80400656248849e-20	NA	3/122	2/66	S100A9,S100A8,FCGR3A	S100A9,S100A8
6	Clus_CD16_Mono	Macrophage	3.93638713994538e-16	1.92374275019634e-18	0.141116751269036	9/281	10/653	S100A9,S100A8,RPS27,FCGR3A,LST1,AIF1,MS4A7,B2M,MT-ATP6	S100A9,S100A8,RPS27,FCGR3A,LST1,AIF1,TMSB4X,MS4A7,B2M,CFD
7	Clus_CD16_Mono	Intermediate monocyte	2.52781958031949e-15	1.69203966115848e-17	0.123510292524377	3/21	8/168	S100A9,S100A8,FCGR3A	S100A9,S100A8,FCGR3A,LST1,AIF1,RPS18,MS4A7,CFD
8	Clus_CD16_Mono	CD14-low, CD16-positive monocyte	9.77494257293466e-15	3.7920035843281e-16	NA	2/4	4/93	FCGR3A,MS4A7	FCGR3A,LST1,AIF1,CFD
9	Clus_CD16_Mono	Non-classical monocyte	2.14675488367164e-13	1.71525468864944e-14	0.0146107759881586	3/52	5/72	FCGR3A,LST1,AIF1	FCGR3A,LST1,AIF1,MS4A7,CFD
10	Clus_CD16_Mono	Monocyte-derived dendritic cell	1.88162022597385e-11	9.73251841020958e-13	NA	3/26	3/577	S100A9,S100A8,FCGR3A	FCGR3A,TMSB4X,B2M
1	Clus_CD4_CTL	Mature NK T cell	2.81489560422671e-21	1.22150669388459e-23	0.176710929519918	7/39	13/141	CD52,CD2,PTPRC,GNLY,FGFBP2,IL7R,GZMA	SH3BGRL3,CD52,CD2,PTPRC,ID2,GNLY,CXCR4,FGFBP2,HOPX,IL7R,GZMA,HLA-B,LTB
2	Clus_CD4_CTL	Memory T cell	2.86924044179335e-16	5.91881681311403e-17	0.00714489187151122	4/16	8/214	S100A4,PTPRC,IL7R,LTB	CD52,CD2,PTPRC,ID2,ZFP36L2,CXCR4,IL7R,LTB
3	Clus_CD4_CTL	Effector T cell	1.4888880469181e-13	1.26713876333455e-14	NA	6/48	3/67	S100A10,ID2,GNLY,FGFBP2,GZMA,LTB	CD2,CXCR4,GZMA
4	Clus_CD4_CTL	CD4-positive, alpha-beta T cell	2.1333609657131e-13	3.65645551329627e-15	0.172413793103448	8/93	16/281	CD2,PTPRC,ID2,GNLY,HOPX,IL7R,GZMA,LTB	CD52,RPS8,CD2,S100A4,PTPRC,TRAF3IP3,ID2,ZFP36L2,GNLY,CXCR4,FGFBP2,RPS3A,IL7R,GZMA,CD74,LTB
5	Clus_CD4_CTL	Effector memory CD8-positive, alpha-beta T cell	4.09514267735371e-13	8.59935074253115e-15	0.172995780590717	6/44	8/78	PTPRC,GNLY,CXCR4,IL7R,GZMA,CD74	EFHD2,SH3BGRL3,CD52,S100A4,GNLY,FGFBP2,IL7R,HLA-C
6	Clus_CD4_CTL	CD8-positive, alpha-beta T cell	7.56722232897875e-13	2.90060713332101e-14	0.113113113113113	8/96	17/293	CD2,S100A10,PTPRC,GNLY,FGFBP2,IL7R,GZMA,LTB	SH3BGRL3,CD52,CD2,S100A10,S100A4,PTPRC,ID2,ZFP36L2,GNLY,CXCR4,FGFBP2,HOPX,IL7R,GZMA,HLA-A,HLA-C,LTB
7	Clus_CD4_CTL	Effector memory CD8-positive, alpha-beta T cell, terminally differentiated	1.27353707759913e-12	9.74037311403742e-15	0.660842754367934	4/14	13/167	EFHD2,GNLY,FGFBP2,HOPX	EFHD2,SH3BGRL3,CD52,RPS8,GNLY,HOPX,RPS3A,IL7R,GZMA,CD74,HLA-A,HLA-C,LTB
8	Clus_CD4_CTL	Effector memory CD4-positive, alpha-beta T cell	1.36807021363314e-12	2.61970891972304e-13	NA	5/26	0/1	PTPRC,GNLY,CXCR4,IL7R,GZMA	
9	Clus_CD4_CTL	CD8-positive, alpha-beta cytotoxic T cell	1.74168590477519e-11	4.28333748518877e-13	0.281376518218623	4/51	16/175	CD2,PTPRC,GNLY,GZMA	CD52,CD2,PTPRC,ID2,ZFP36L2,GNLY,CXCR4,FGFBP2,HOPX,IL7R,GZMA,CD74,HLA-A,HLA-C,HLA-B,LTB
10	Clus_CD4_CTL	Central memory CD4-positive, alpha-beta T cell	2.62687482717705e-10	6.14800491466969e-11	NA	5/25	0/1	PTPRC,ZFP36L2,IL7R,CD74,LTB	
1	Clus_CD4_Naive	Central memory CD4-positive, alpha-beta T cell	2.23770042537033e-09	4.76106473483049e-11	NA	3/25	0/1	SELL,TMSB10,MAL	
2	Clus_CD4_Naive	CD4-positive, alpha-beta memory T cell	1.2090465224703e-05	7.71731822853382e-07	NA	2/10	3/44	S100A4,SELL	RCAN3,SELL,MAL
3	Clus_CD4_Naive	Effector memory CD8-positive, alpha-beta T cell	0.00138002981091769	0.000234898691220031	NA	2/44	3/78	SELL,CXCR4	RPL11,SH3BGRL3,S100A4
4	Clus_CD4_Naive	Effector memory CD4-positive, alpha-beta T cell	0.00724891690139899	0.00212834435489973	NA	2/26	0/1	MAL,CXCR4	
5	Clus_CD4_Naive	Helper T cell	0.00724891690139899	0.000350563750749127	0.656917885264342	2/57	6/159	SELL,CXCR4	S100A4,RPS27,CD247,RPS27A,RPL31,CXCR4
6	Clus_CD4_Naive	T cell	0.0182343900782498	0.00113897934490117	0.713562753036437	3/221	13/225	CD247,SELL,CXCR4	RPL22,RCAN3,SH3BGRL3,S100A10,S100A4,RPS27,CD247,SELL,RPS27A,MAL,CXCR4,ARPC2,RPL32
7	Clus_CD4_Naive	Regulatory T cell	0.0210860130515485	0.00807549436016751	NA	2/68	2/98	SELL,ITGA4	S100A4,CD247
1	Clus_CD4_Proliferating	Proliferating CD4-positive, alpha-beta T cell	7.80273973639284e-21	3.32031478144376e-22	NA	3/3	0/1	STMN1,MKI67,TUBA1B	
2	Clus_CD4_Proliferating	CD8-positive, alpha-beta T cell	5.30006684442633e-13	1.16558450283135e-11	8.15529048387479e-05	7/96	16/293	STMN1,TRBC2,MKI67,TRAC,CCL5,TOP2A,NKG7	STMN1,HMGB2,TUBB,TRBC2,MALAT1,CD3D,MKI67,TUBA1B,TRAC,B2M,PCLAF,IL32,COTL1,CCL5,TOP2A,NKG7
3	Clus_CD4_Proliferating	CD4-positive, alpha-beta T cell	2.56929164980121e-11	1.34723465054513e-11	0.00518678999896731	7/93	9/281	STMN1,MKI67,TRAC,COTL1,CCL5,TOP2A,NKG7	TXNIP,RPS27,TRBC2,MALAT1,CD3D,TRAC,IL32,CCL5,NKG7
4	Clus_CD4_Proliferating	CD8-positive, alpha-beta cytotoxic T cell	3.94458771301357e-11	2.97638270397498e-11	0.0046047119105595	6/51	12/175	STMN1,HMGB2,TUBB,PCLAF,CCL5,NKG7	TXNIP,RPS27,HMGB2,TRBC2,MALAT1,CD3D,TRAC,B2M,IL32,COTL1,CCL5,NKG7
5	Clus_CD4_Proliferating	Effector memory CD8-positive, alpha-beta T cell	5.08610083860623e-10	6.49289468758243e-11	NA	5/44	3/78	MKI67,TRAC,CCL5,TOP2A,NKG7	B2M,CCL5,NKG7
6	Clus_CD4_Proliferating	Gamma-delta T cell	1.78180630229912e-06	2.25822762034361e-07	0.0615539858728557	4/35	16/308	MKI67,CCL5,TOP2A,NKG7	STMN1,TXNIP,RPS27,HMGB2,TUBB,TRBC2,MALAT1,CD3D,MKI67,TUBA1B,TRAC,PCLAF,IL32,CCL5,TOP2A,NKG7
7	Clus_CD4_Proliferating	Mature NK T cell	1.32213980589583e-05	3.45627444604746e-05	0.00438572970323008	3/39	8/141	IL32,CCL5,NKG7	TXNIP,TRBC2,MALAT1,CD3D,TRAC,IL32,CCL5,NKG7
8	Clus_CD4_Proliferating	Effector T cell	0.000151525782008662	7.31231225371925e-06	0.315375982042649	3/48	6/67	TXNIP,CCL5,NKG7	MALAT1,CD3D,TRAC,IL32,CCL5,NKG7
9	Clus_CD4_Proliferating	Effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	0.000297976447513862	9.95141892144386e-05	0.0533049040511727	2/13	8/243	CCL5,NKG7	TXNIP,MALAT1,CD3D,B2M,IL32,CCL5,ACTG1,NKG7
10	Clus_CD4_Proliferating	Central memory CD4-positive, alpha-beta T cell	0.000496915185351084	0.000126871962217298	NA	2/25	0/1	TRAC,IL32	
1	Clus_CD4_TCM	Central memory CD4-positive, alpha-beta T cell	1.10128998387748e-23	2.34317017846273e-25	NA	6/25	0/1	SELL,TMSB10,MAL,IL7R,CD74,LTB	
2	Clus_CD4_TCM	T cell	1.86846885463217e-19	9.01480635796941e-22	0.172205438066465	8/221	17/225	CD52,CD2,S100A9,SELL,ID2,IL7R,TCF7,LTB	CD52,CD2,S100A4,SELL,ID2,MAL,DUSP2,PTMA,IL7R,FYB1,HINT1,TCF7,HLA-E,HLA-C,HLA-B,LTB,ITM2A
3	Clus_CD4_TCM	Central memory T cell	1.17399973750872e-16	7.49361534580033e-18	NA	3/7	0/1	SELL,IL7R,TCF7	
4	Clus_CD4_TCM	Naive T cell	1.72694938345663e-15	7.28915403374567e-18	0.489711934156379	3/19	12/192	SELL,IL7R,TCF7	CD52,CD2,TXNIP,S100A11,S100A4,SELL,MAL,IL7R,FYB1,TCF7,LTB,TOMM7
5	Clus_CD4_TCM	CD4-positive, alpha-beta T cell	4.58846639894466e-14	3.58361183232745e-14	0.00362463280584952	6/93	16/281	CD2,SELL,ID2,IL7R,TCF7,LTB	CD52,CD2,TXNIP,S100A4,SELL,ID2,MAL,DUSP2,IL7R,FYB1,PIK3R1,TCF7,CD74,LTB,HSP90AB1,ITM2A
6	Clus_CD4_TCM	CD4-positive, alpha-beta memory T cell	2.92402958859037e-11	2.94066773633933e-12	0.0412946428571429	3/10	6/44	S100A4,SELL,IL7R	TXNIP,SELL,MAL,IL7R,TCF7,LTB
7	Clus_CD4_TCM	CD8-positive, alpha-beta memory T cell	3.37889988880225e-11	3.167258289323e-12	0.0522133938706016	2/8	6/58	SELL,IL7R	CD52,CD2,TXNIP,S100A4,SELL,TMSB10
8	Clus_CD4_TCM	Mature NK T cell	2.07475908276769e-10	2.1442113807067e-12	0.579650565262076	5/39	11/141	CD52,CD2,SELL,IL7R,TCF7	CD52,CD2,TXNIP,SELL,ID2,MAL,DUSP2,IL7R,HLA-B,LTB,ITM2A
9	Clus_CD4_TCM	CD8-positive, alpha-beta T cell	4.51227286790433e-10	4.45868793878689e-10	0.00705061709584667	6/96	10/293	CD2,S100A9,SELL,DUSP2,IL7R,LTB	CD52,CD2,S100A4,ID2,DUSP2,IL7R,PIK3R1,HLA-C,LTB,ITM2A
10	Clus_CD4_TCM	Naive thymus-derived CD4-positive, alpha-beta T cell	8.03151294100696e-10	7.012478658997e-11	0.0910031023784902	3/13	10/111	SELL,IL7R,TCF7	CD2,TXNIP,S100A4,SELL,TMSB10,MAL,IL7R,FYB1,TCF7,LTB
1	Clus_CD4_TEM	CD8-positive, alpha-beta cytotoxic T cell	9.17300794006252e-17	5.90583869237001e-19	0.147239263803681	5/51	12/175	CD2,GNLY,GZMK,GZMA,ANXA1	CD2,ZFP36L2,GNLY,LYAR,IL7R,GZMK,GZMA,HLA-A,LTB,MALAT1,ATM,KLF6
2	Clus_CD4_TEM	CD4-positive, alpha-beta T cell	2.09340323661074e-16	2.8199582313125e-17	0.0145790627802974	8/93	13/281	CD2,GNLY,IL7R,GZMK,GZMA,LTB,TNFAIP3,ANXA1	CD2,S100A4,ZFP36L2,GNLY,IL7R,GZMK,GZMA,LTB,TNFAIP3,ANXA1,RPS13,MALAT1,KLF6
3	Clus_CD4_TEM	Effector memory CD4-positive, alpha-beta T cell	2.09340323661074e-16	1.38551688235689e-17	NA	5/26	0/1	GNLY,IL7R,GZMK,GZMA,ANXA1	
4	Clus_CD4_TEM	Central memory CD4-positive, alpha-beta T cell	3.01036741099181e-15	3.20251852233171e-16	NA	5/25	0/1	ZFP36L2,TMSB10,IL7R,LTB,ANXA1	
5	Clus_CD4_TEM	Mature NK T cell	1.344767479371e-13	4.28908036048885e-15	0.110301768990635	4/39	10/141	CD2,GNLY,IL7R,GZMA	CD2,GNLY,LYAR,IL7R,GZMK,GZMA,LTB,TNFAIP3,ACTB,MALAT1
6	Clus_CD4_TEM	CD8-positive, alpha-beta T cell	6.56296388510495e-13	6.15351091990976e-14	0.046046046046046	7/96	17/293	CD2,S100A10,GNLY,IL7R,GZMK,GZMA,LTB	CD2,S100A10,S100A4,ZFP36L2,GNLY,LYAR,IL7R,GZMK,GZMA,HLA-A,LTB,TNFAIP3,ACTB,TMSB4X,ANXA1,MALAT1,KLF6
7	Clus_CD4_TEM	Effector memory CD8-positive, alpha-beta T cell	1.65352593901482e-12	1.05622237017475e-14	0.797631862217438	5/44	7/78	GNLY,IL7R,GZMK,GZMA,TMSB4X	S100A6,S100A4,GNLY,IL7R,GZMK,ANXA1,AHNAK
8	Clus_CD4_TEM	Effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	6.63029229395709e-11	6.46814702256208e-12	0.0665993945509586	3/13	15/243	GNLY,GZMK,GZMA	CD2,S100A10,S100A4,ZFP36L2,GNLY,ITGA4,LYAR,GZMK,GZMA,HLA-A,ACTB,ANXA1,AHNAK,MALAT1,KLF6
9	Clus_CD4_TEM	Effector T cell	1.17298340800727e-10	2.6826500792554e-12	0.323325635103926	5/48	5/67	S100A10,GNLY,GZMK,GZMA,LTB	CD2,LYAR,GZMK,GZMA,MALAT1
10	Clus_CD4_TEM	Memory T cell	4.79532814246561e-10	2.06263837353333e-10	0.0199937608370563	3/16	10/214	S100A4,IL7R,LTB	CD2,ZFP36L2,ITGA4,LYAR,IL7R,GZMK,LTB,TNFAIP3,MALAT1,KLF6
1	Clus_CD8_Naive	Naive T cell	9.12009804421899e-35	5.86457844408079e-38	0.377263581488934	6/19	19/192	SELL,PTPRC,CD8A,CD8B,LEF1,NPM1	CD52,S100A6,S100A4,SELL,ZFP36L2,RPL31,EEF1B2,ARL4C,LEF1,NPM1,AIF1,RPL36A,SARAF,LEPROTL1,ANXA1,RPL12,PDE3B,RPS13,NUCB2
2	Clus_CD8_Naive	Central memory CD8-positive, alpha-beta T cell	2.70295659432613e-30	3.17613870775622e-32	0.0472895040369089	4/9	5/40	SELL,PTPRC,CD8A,CD8B	SELL,ZFP36L2,CD8A,CD8B,HLA-B
3	Clus_CD8_Naive	Naive thymus-derived CD8-positive, alpha-beta T cell	4.5617857835185e-27	6.83754296434273e-30	0.620481927710843	4/13	17/179	SELL,CD8A,CD8B,LEF1	CD52,S100A4,SELL,PTPRC,ZFP36L2,CD8A,CD8B,EEF1B2,ARL4C,OXNAD1,LEF1,NPM1,AIF1,SARAF,LEPROTL1,PDE3B,RPS13
4	Clus_CD8_Naive	T cell	1.91207926961375e-26	4.97603943010558e-29	0.488933601609658	9/221	20/225	CD52,SELL,PTPRC,ZFP36L2,CD8A,CD8B,LEF1,AIF1,FTH1	CD52,S100A4,SELL,PTPRC,ZFP36L2,CD8A,CD8B,EEF1B2,ARL4C,LEF1,SNHG8,NPM1,HLA-B,AIF1,TMSB4X,SARAF,LEPROTL1,ANXA1,RPS13,NUCB2
5	Clus_CD8_Naive	Mature NK T cell	3.75981430826219e-21	1.01350397667177e-23	0.727272727272727	5/39	7/141	CD52,SELL,PTPRC,CD8A,CD8B	CD52,SELL,PTPRC,ARL4C,LEF1,HLA-B,AIF1
