Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
7	Clus_B_memory	Macrophage	5.06973122961905e-12	3.92966396692067e-14	0.165165165165165	8/281	14/653	HLA-DRA,CD74,PTPRC,FTH1,B2M,BTG1,LYZ,CTSS	HLA-DRA,CD74,TXNIP,MARCKS,PTPRC,TMSB4X,FTH1,ITM2B,B2M,BTG1,SERF2,LYZ,CTSS,MYL6
8	Clus_B_memory	Mesenchymal stem cell	1.02853359100677e-09	4.50665960335812e-12	0.385377942998761	4/145	5/326	HLA-DRA,ITGB1,CD74,PTPRC	MARCKS,FTH1,MALAT1,SERF2,MYL6
9	Clus_B_memory	Central memory CD4-positive, alpha-beta T cell	7.88778473896006e-09	4.07988865808278e-10	NA	4/28	0/1	LTB,ITGB1,CD74,PTPRC	
10	Clus_B_memory	Pro-B cell	3.12269714773046e-08	1.74978719484896e-09	NA	4/17	4/73	HLA-DRA,MS4A1,CD74,IGHM	HLA-DRA,LTB,CD74,IGHM
1	Clus_B_naive	Naive B cell	1.04487614923554e-38	1.64126141866923e-41	0.0278613627946042	4/22	5/66	TCL1A,IGHM,IGHD,MS4A1	TCL1A,IGHM,IGHD,MS4A1,HLA-DRA
2	Clus_B_naive	B cell	5.0472741526041e-17	7.38731819916093e-18	0.00189114689387828	6/169	8/264	TCL1A,IGHM,IGHD,CXCR4,MS4A1,HLA-DRA	TCL1A,IGHM,IGHD,CXCR4,MS4A1,HLA-DRA,B2M,MALAT1
3	Clus_B_naive	Memory B cell	6.87022016444744e-17	4.04123964314411e-19	0.0635696821515892	5/39	5/44	TCL1A,IGHM,IGHD,MS4A1,HLA-DRA	TCL1A,IGHM,IGHD,MS4A1,HLA-DRA
4	Clus_B_naive	Granulocyte	2.59533907860361e-09	6.71208382397488e-11	NA	4/69	1/40	IGHM,IGHD,MS4A1,HLA-DRA	HLA-DRA
5	Clus_B_naive	Pro-B cell	2.59533907860361e-09	2.41092414794426e-12	0.956826137689615	4/17	5/73	TCL1A,IGHM,MS4A1,HLA-DRA	TCL1A,IGHM,IGHD,CXCR4,HLA-DRA
6	Clus_B_naive	Plasmacytoid dendritic cell	1.44570625351111e-06	4.36204473042146e-08	NA	4/93	4/295	TCL1A,IGHD,MS4A1,HLA-DRA	TCL1A,IGHM,CXCR4,HLA-DRA
7	Clus_B_naive	Effector memory CD8-positive, alpha-beta T cell	1.57477734330997e-05	6.10905003870247e-07	NA	2/47	2/78	CXCR4,HLA-DRA	IGHM,B2M
8	Clus_B_naive	Monocyte	0.000254994956630759	1.09911619237396e-05	NA	3/218	1/365	CXCR4,HLA-DRA,MALAT1	HLA-DRA
9	Clus_B_naive	Endothelial cell	0.000593262062426237	3.06859687461847e-05	NA	4/466	3/268	CXCR4,HLA-DRA,B2M,MALAT1	HLA-DRA,B2M,MALAT1
10	Clus_B_naive	Plasma cell	0.0023299991870334	0.000160689599105752	NA	2/64	2/333	IGHM,MS4A1	IGHM,B2M
1	Clus_CD14_Mono	CD14-positive monocyte	2.78667810381374e-65	4.52491598666127e-67	0.00332922436888824	6/25	9/155	LYZ,CD14,VCAN,S100A8,S100A9,FCN1	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,NEAT1,CTSS,NFKBIA
2	Clus_CD14_Mono	Classical monocyte	2.92358783388636e-49	4.3979642909226e-51	0.00705140062073096	7/122	7/66	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,NEAT1	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,CTSS
3	Clus_CD14_Mono	Suppressor macrophage	2.75361168544601e-31	4.74760635421727e-33	NA	4/16	0/1	LYZ,CD14,S100A8,S100A9	
4	Clus_CD14_Mono	Macrophage	5.51800618368917e-31	6.12922184652376e-34	0.245983935742972	11/281	12/653	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,NEAT1,CTSS,RPS27,B2M,MT-ATP6	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,NEAT1,CTSS,NFKBIA,RPS27,B2M,TMSB4X
5	Clus_CD14_Mono	Intermediate monocyte	8.34863958534114e-25	3.73596500228022e-27	0.0899357601713062	5/21	8/168	LYZ,CD14,S100A8,S100A9,FCN1	LYZ,VCAN,S100A8,S100A9,FCN1,NEAT1,CTSS,RPS18
6	Clus_CD14_Mono	CD1c-positive myeloid dendritic cell	3.40365432667389e-22	1.02696466753091e-23	NA	4/15	4/35	LYZ,VCAN,S100A8,S100A9	LYZ,VCAN,S100A8,S100A9
7	Clus_CD14_Mono	Neutrophil	3.63555341410573e-19	1.86801130776441e-21	0.132231404958678	4/117	10/280	LYZ,CD14,S100A8,S100A9	LYZ,CD14,S100A8,S100A9,FCN1,CTSS,RPS19,RPS27,RPS29,RPS18
8	Clus_CD14_Mono	CD14-positive, CD16-positive monocyte	3.0405485744787e-17	1.31058128210289e-18	NA	4/9	3/188	LYZ,CD14,S100A8,S100A9	LYZ,FCN1,CTSS
9	Clus_CD14_Mono	Myeloid suppressor cell	3.86273855985764e-17	1.55736154623085e-16	0.000257542577981323	5/41	12/446	CD14,VCAN,S100A8,S100A9,FCN1	LYZ,CD14,VCAN,S100A8,S100A9,FCN1,NEAT1,CTSS,NFKBIA,RPS19,B2M,TMSB4X
10	Clus_CD14_Mono	Non-classical monocyte	2.86734843499263e-14	1.48311125947895e-15	NA	3/52	3/72	LYZ,CD14,FCN1	FCN1,CTSS,RPS19
1	Clus_CD16_Mono	CD14-positive, CD16-positive monocyte	7.63175860551434e-22	3.68232264629043e-23	0.00305694858623635	3/9	5/188	FCGR3A,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,CFD
2	Clus_CD16_Mono	CD14-low, CD16-positive monocyte	1.45504537534116e-18	1.8815241922515e-20	NA	2/4	4/93	FCGR3A,MS4A7	FCGR3A,LST1,AIF1,CFD
3	Clus_CD16_Mono	Macrophage	3.96310766734381e-17	9.37393356189426e-20	0.156186612576065	9/281	10/653	FCGR3A,LST1,AIF1,MS4A7,B2M,S100A9,S100A8,RPS27,MT-ATP6	FCGR3A,LST1,AIF1,MS4A7,CFD,B2M,S100A9,S100A8,RPS27,TMSB4X
4	Clus_CD16_Mono	Non-classical monocyte	6.58000875419045e-17	1.60661779452037e-18	0.0192200404525079	3/52	5/72	FCGR3A,LST1,AIF1	FCGR3A,LST1,AIF1,MS4A7,CFD
5	Clus_CD16_Mono	Intermediate monocyte	1.23506528832158e-16	4.97427742863335e-19	0.142398286937901	3/21	8/168	FCGR3A,S100A9,S100A8	FCGR3A,LST1,AIF1,MS4A7,CFD,S100A9,S100A8,RPS18
6	Clus_CD16_Mono	Neutrophil	1.32501923773335e-16	7.1214375997571e-19	0.125130344108446	3/117	9/280	FCGR3A,S100A9,S100A8	FCGR3A,LST1,AIF1,RPLP1,S100A9,S100A8,RPL13,RPS27,RPS18
7	Clus_CD16_Mono	CD14-positive monocyte	2.3392199094759e-16	8.0662755499169e-18	NA	4/25	4/155	FCGR3A,MS4A7,S100A9,S100A8	LST1,AIF1,S100A9,S100A8
8	Clus_CD16_Mono	Suppressor macrophage	3.42550717709066e-14	1.32886054283689e-15	NA	3/16	0/1	FCGR3A,S100A9,S100A8	
9	Clus_CD16_Mono	Effector T cell	5.17375837180956e-12	2.23006826371102e-13	NA	2/51	2/67	FCGR3A,CFD	MALAT1,MT-ATP6
10	Clus_CD16_Mono	Classical monocyte	4.37624572497369e-11	2.07494409373753e-12	NA	3/122	2/66	FCGR3A,S100A9,S100A8	S100A9,S100A8
1	Clus_CD4_CTL	Effector memory CD4-positive, alpha-beta T cell	4.71790045771201e-41	2.00761721604767e-42	NA	8/26	0/1	IL7R,CD4,ITGB1,GNLY,RORA,CCL5,GZMA,CXCR4	
2	Clus_CD4_CTL	Mature NK T cell	5.23496424457658e-36	1.3847799471095e-37	0.0269658680213508	9/39	18/141	FGFBP2,NKG7,IL7R,CD52,IL32,GNLY,CD2,CCL5,GZMA	GZMH,FGFBP2,NKG7,IL7R,CD52,TRBC1,HOPX,IL32,GNLY,CD2,CD3G,ID2,RORA,CCL5,TSC22D3,SH3BGRL3,GZMA,CXCR4
3	Clus_CD4_CTL	CD4-positive, alpha-beta T cell	5.2345529056549e-35	1.36581760180361e-37	0.375502008032129	10/93	23/281	NKG7,IL7R,CD4,TRBC1,HOPX,GNLY,CD2,ID2,CCL5,GZMA	GZMH,FGFBP2,NKG7,IL7R,CD4,S100A4,CD52,TRBC1,ITGB1,IL32,GNLY,CD2,CD6,CD3G,MAF,ID2,RORA,CCL5,TSC22D3,GZMA,CXCR4,RPLP0,ZFP36L2
4	Clus_CD4_CTL	Effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	4.81377879741362e-34	2.41095220540719e-32	2.51689621197462e-05	6/13	20/243	GZMH,NKG7,CD4,GNLY,CCL5,GZMA	GZMH,FGFBP2,NKG7,S100A4,CD52,ITGB1,HOPX,IL32,GNLY,CD2,CD6,CD3G,ID2,RORA,CCL5,SH3BGRL3,GZMA,S100A10,EFHD2,ZFP36L2
5	Clus_CD4_CTL	Effector memory CD8-positive, alpha-beta T cell	6.52821575680827e-31	5.98796130932464e-32	0.0180973314336085	7/44	11/78	GZMH,NKG7,IL7R,GNLY,CCL5,GZMA,CXCR4	GZMH,FGFBP2,NKG7,IL7R,S100A4,CD52,ITGB1,GNLY,CCL5,SH3BGRL3,EFHD2
6	Clus_CD4_CTL	CD8-positive, alpha-beta cytotoxic T cell	5.38769653700012e-29	5.50790239385544e-29	0.00206579609453068	6/51	19/175	GZMH,NKG7,GNLY,CD2,CCL5,GZMA	GZMH,FGFBP2,NKG7,IL7R,CD52,TRBC1,ITGB1,HOPX,IL32,GNLY,CD2,CD3G,ID2,RORA,CCL5,TSC22D3,GZMA,CXCR4,ZFP36L2
7	Clus_CD4_CTL	Effector T cell	5.38769653700012e-29	6.38369693966019e-31	0.199134199134199	8/48	8/67	GZMH,FGFBP2,NKG7,GNLY,ID2,CCL5,GZMA,S100A10	GZMH,NKG7,IL32,CD2,CCL5,TSC22D3,GZMA,CXCR4
8	Clus_CD4_CTL	CD8-positive, alpha-beta T cell	3.33191476114624e-27	6.22561054340937e-26	0.000151075702496777	12/96	22/293	GZMH,FGFBP2,NKG7,IL7R,CD4,TRBC1,ITGB1,GNLY,CD2,CCL5,GZMA,S100A10	GZMH,FGFBP2,NKG7,IL7R,S100A4,CD52,TRBC1,HOPX,IL32,GNLY,CD2,MYBL1,CD3G,ID2,RORA,CCL5,TSC22D3,SH3BGRL3,GZMA,S100A10,CXCR4,ZFP36L2
9	Clus_CD4_CTL	Helper T cell	2.00956145598149e-26	7.31330327181299e-28	0.0887096774193548	6/57	13/159	IL7R,CD4,CD52,IL32,TSC22D3,CXCR4	IL7R,CD4,S100A4,CD52,TRBC1,HOPX,IL32,CD2,CD6,CD3G,RORA,TSC22D3,CXCR4
10	Clus_CD4_CTL	CD4-positive, alpha-beta cytotoxic T cell	6.96353011124782e-25	1.62976236646225e-25	NA	3/3	0/1	GZMH,NKG7,GNLY	
1	Clus_CD4_Naive	Central memory CD4-positive, alpha-beta T cell	4.69749162231609e-20	9.99466302620446e-22	NA	5/25	0/1	CCR7,TMSB10,MAL,LTB,LDHB	
2	Clus_CD4_Naive	Naive thymus-derived CD4-positive, alpha-beta T cell	1.11807939573916e-13	8.80190080908399e-15	0.0143737238678989	2/13	18/111	CCR7,TCF7	FHIT,TSHZ2,GIMAP7,NOSIP,TRAT1,CCR7,TMSB10,TCF7,MAL,LTB,BCL11B,TRABD2A,NOP53,LDHB,LINC00861,SARAF,FYB1,SATB1
3	Clus_CD4_Naive	Naive T cell	5.00856067861969e-12	2.0840158069527e-14	0.461	2/19	22/192	CCR7,TCF7	TOMM7,TSHZ2,GIMAP7,NOSIP,TRAT1,CCR7,TCF7,MAL,LTB,BCL11B,RGS10,CD3G,RPS27,NOP53,LDHB,LINC00861,RPL30,SARAF,RPL23,FYB1,SATB1,RPS25
4	Clus_CD4_Naive	Naive thymus-derived CD8-positive, alpha-beta T cell	1.99054748849758e-10	1.77286007853475e-11	0.0327533265097236	3/13	12/179	NOSIP,CCR7,TCF7	NOSIP,CCR7,TMSB10,TCF7,MAL,LTB,BCL11B,RGS10,TRABD2A,CD3G,LDHB,SARAF
5	Clus_CD4_Naive	CD4-positive, alpha-beta T cell	2.90024140199281e-10	2.27050979960829e-07	4.75907814147024e-06	4/93	21/281	CCR7,TCF7,LTB,LDHB	IL6ST,TSHZ2,GIMAP7,NOSIP,TRAT1,CCR7,TCF7,MAL,LTB,BCL11B,RGS10,CD3G,RPS27,ITM2A,NOP53,LDHB,RPL30,SARAF,FYB1,SATB1,RPS25
6	Clus_CD4_Naive	Central memory T cell	2.67089017046406e-09	3.40964702612433e-10	NA	2/7	0/1	CCR7,TCF7	
7	Clus_CD4_Naive	T cell	1.85731577300604e-07	2.41818712425097e-08	0.0542713567839196	6/221	18/225	GIMAP7,TRAT1,CCR7,TCF7,LTB,LDHB	GIMAP7,NOSIP,TRAT1,CCR7,TCF7,MAL,LTB,BCL11B,RGS10,CD3G,RPS27,ITM2A,LDHB,LINC00861,RPL30,SARAF,FYB1,RPS25
8	Clus_CD4_Naive	Effector memory CD4-positive, alpha-beta T cell	3.25383466220937e-06	7.61535772006449e-07	NA	2/26	0/1	CCR7,MAL	
9	Clus_CD4_Naive	Effector T cell	1.0216547140767e-05	2.60848012104691e-06	NA	3/48	0/67	NOSIP,LTB,LDHB	
10	Clus_CD4_Naive	CD8-positive, alpha-beta T cell	0.00239503229449468	0.00194439074879035	0.0373303167420814	2/96	6/293	CCR7,LTB	GIMAP7,LTB,CD3G,ITM2A,LDHB,SARAF
1	Clus_CD4_Proliferating	Proliferating CD4-positive, alpha-beta T cell	1.77276997734646e-23	7.54370203126151e-25	NA	3/3	0/1	STMN1,MKI67,TUBA1B	
2	Clus_CD4_Proliferating	CD8-positive, alpha-beta T cell	2.36296290354019e-13	5.24528312712563e-12	7.89527414454463e-05	7/96	16/293	STMN1,TOP2A,TRAC,MKI67,TRBC2,NKG7,CCL5	STMN1,HMGB2,CD3D,TOP2A,TRAC,MKI67,TUBB,IL32,TUBA1B,COTL1,PCLAF,TRBC2,MALAT1,NKG7,CCL5,B2M
3	Clus_CD4_Proliferating	CD4-positive, alpha-beta T cell	5.80979956275568e-12	2.87621261359503e-12	0.00523693082602499	7/93	9/281	STMN1,TOP2A,TRAC,MKI67,COTL1,NKG7,CCL5	CD3D,TRAC,IL32,TRBC2,MALAT1,TXNIP,NKG7,CCL5,RPS27
4	Clus_CD4_Proliferating	CD8-positive, alpha-beta cytotoxic T cell	9.88099814689139e-12	5.2930800975235e-12	0.0061966738985304	6/51	12/175	STMN1,HMGB2,TUBB,PCLAF,NKG7,CCL5	HMGB2,CD3D,TRAC,IL32,COTL1,TRBC2,MALAT1,TXNIP,NKG7,CCL5,B2M,RPS27
5	Clus_CD4_Proliferating	Effector memory CD8-positive, alpha-beta T cell	2.6397935571287e-11	3.36994922186643e-12	NA	5/44	3/78	TOP2A,TRAC,MKI67,NKG7,CCL5	NKG7,CCL5,B2M
6	Clus_CD4_Proliferating	Gamma-delta T cell	9.98341471879273e-07	1.08609087157789e-07	0.0694864048338369	4/35	16/308	TOP2A,MKI67,NKG7,CCL5	STMN1,HMGB2,CD3D,TOP2A,TRAC,MKI67,TUBB,IL32,TUBA1B,PCLAF,TRBC2,MALAT1,TXNIP,NKG7,CCL5,RPS27
7	Clus_CD4_Proliferating	Mature NK T cell	4.28745702578069e-06	8.59479420777786e-06	0.00488563827933295	3/39	8/141	IL32,NKG7,CCL5	CD3D,TRAC,IL32,TRBC2,MALAT1,TXNIP,NKG7,CCL5
8	Clus_CD4_Proliferating	Central memory CD4-positive, alpha-beta T cell	8.39155380935567e-06	1.78543698071397e-06	NA	2/25	0/1	TRAC,IL32	
9	Clus_CD4_Proliferating	Effector memory CD45RA-positive, alpha-beta T cell, terminally differentiated	0.000238508300370177	0.000104690316541977	0.0398277717976319	2/13	8/243	NKG7,CCL5	CD3D,IL32,ACTG1,MALAT1,TXNIP,NKG7,CCL5,B2M
10	Clus_CD4_Proliferating	Effector T cell	0.000543207110560443	3.33675549506824e-05	0.335170893054024	3/48	6/67	TXNIP,NKG7,CCL5	CD3D,TRAC,IL32,MALAT1,NKG7,CCL5
1	Clus_CD4_TCM	Central memory CD4-positive, alpha-beta T cell	2.32853436013953e-44	4.95432842582882e-46	NA	8/25	0/1	ITGB1,LTB,IL7R,ANXA1,AQP3,TRAC,IL32,CD69	
2	Clus_CD4_TCM	Effector memory CD4-positive, alpha-beta T cell	8.15597019469604e-36	3.47062561476429e-37	NA	5/26	0/1	ITGB1,IL7R,ANXA1,AQP3,RORA	
3	Clus_CD4_TCM	T cell	9.65438519857379e-30	4.75773029463683e-30	0.0017298031839212	8/221	19/225	LTB,IL7R,CD2,CD52,VIM,TRAC,IL32,CD69	ITGB1,LTB,IL7R,GPR183,CD2,FYB1,ANXA1,AQP3,CD52,S100A4,VIM,TRAC,IL32,FXYD5,CD69,TRADD,HINT1,CD3D,PPP2R5C
4	Clus_CD4_TCM	CD4-positive, alpha-beta T cell	4.80209644903725e-24	2.24438414384919e-23	0.000297188889021077	8/93	18/281	LTB,IL7R,GPR183,CD2,ANXA1,JUNB,TRAC,CD69	ITGB1,LTB,IL7R,GPR183,CD2,FYB1,ANXA1,CD52,S100A4,MAF,JUNB,TRAC,IL32,RORA,FXYD5,CD69,CD3D,PPP2R5C
5	Clus_CD4_TCM	Helper T cell	3.97318025783245e-21	4.48143771465665e-19	2.09507486112985e-05	6/57	15/159	IL7R,GPR183,CD52,IL32,CD69,NEAT1	LTB,LIMS1,IL7R,CD2,FYB1,CD52,S100A4,JUNB,TRAC,IL32,RORA,CD69,CD3D,NEAT1,CORO1B
6	Clus_CD4_TCM	Memory T cell	3.97318025783245e-21	3.15353868980886e-23	0.292558613659531	5/16	13/214	LTB,IL7R,GPR183,S100A4,CD69	ITGB1,LTB,IL7R,GPR183,CD2,CD52,JUNB,TRAC,IL32,CD69,JUND,CD3D,PPP2R5C
7	Clus_CD4_TCM	Activated CD4-positive, alpha-beta T cell	4.10565916446062e-15	2.4903744888554e-15	0.00624037564313546	5/30	20/430	ITGB1,LTB,IL7R,ANXA1,CD69	ITGB1,LTB,IL7R,GPR183,CD2,FYB1,ANXA1,AQP3,CD52,S100A4,S100A11,VIM,JUNB,TRAC,IL32,RORA,FXYD5,CD69,CD3D,NEAT1
8	Clus_CD4_TCM	CD8-positive, alpha-beta T cell	4.10565916446062e-15	7.35845695769309e-15	0.00239973791024529	8/96	12/293	ITGB1,LTB,IL7R,GPR183,CD2,JUNB,TRAC,CD69	LTB,IL7R,CD2,ANXA1,CD52,S100A4,TRAC,IL32,RORA,CD69,CD3D,PPP2R5C
9	Clus_CD4_TCM	Mature NK T cell	7.64689301121489e-10	2.65861902444635e-11	0.251844046364594	4/39	9/141	IL7R,CD2,CD52,IL32	LTB,IL7R,CD2,CD52,TRAC,IL32,RORA,CD69,CD3D
10	Clus_CD4_TCM	Effector memory CD8-positive, alpha-beta T cell	2.20972700271224e-09	5.64185617713762e-10	NA	4/44	5/78	IL7R,GPR183,TRAC,CD69	ITGB1,IL7R,ANXA1,CD52,S100A4
1	Clus_CD4_TEM	Effector memory CD4-positive, alpha-beta T cell	2.07249840296843e-52	8.81914214029122e-54	NA	7/26	0/1	GZMK,IL7R,KLRB1,CCL5,ANXA1,GZMA,ITGB1	
2	Clus_CD4_TEM	Effector memory CD8-positive, alpha-beta T cell	1.50569725220658e-39	2.26242958889467e-42	0.434689507494647	8/44	8/78	GZMK,IL7R,KLRB1,CCL5,TRAC,GZMA,NKG7,TMSB4X	GZMK,IL7R,CCL5,ANXA1,S100A4,AHNAK,NKG7,ITGB1
3	Clus_CD4_TEM	Central memory CD4-positive, alpha-beta T cell	1.5835531333287e-39	1.34770479432229e-40	NA	9/25	0/1	IL7R,IL32,ANXA1,KLF2,LTB,TRAC,ZFP36L2,TMSB10,ITGB1	
4	Clus_CD4_TEM	CD4-positive, alpha-beta T cell	7.18940123738749e-32	7.90870839951942e-32	0.00121913745163041	11/93	18/281	GZMK,IL7R,KLRB1,CD2,CCL5,ANXA1,TNFAIP3,LTB,TRAC,GZMA,NKG7	GZMK,IL7R,IL32,KLRB1,CD2,SYNE2,CCL5,ANXA1,TNFAIP3,LTB,TRAC,S100A4,ZFP36L2,KLF6,GZMA,NKG7,MALAT1,ITGB1
5	Clus_CD4_TEM	Mature NK T cell	4.25026784001585e-25	2.41628625764408e-26	0.0354609929078014	7/39	13/141	IL7R,IL32,KLRB1,CD2,CCL5,GZMA,NKG7	GZMK,IL7R,IL32,KLRB1,CD2,CCL5,TNFAIP3,LTB,TRAC,LYAR,GZMA,NKG7,MALAT1
6	Clus_CD4_TEM	CD8-positive, alpha-beta T cell	9.08487307691809e-25	1.28359780120961e-24	0.00168941001325668	11/96	20/293	GZMK,IL7R,KLRB1,CD2,CCL5,LTB,TRAC,S100A10,GZMA,NKG7,ITGB1	GZMK,IL7R,IL32,KLRB1,CD2,SYNE2,CCL5,ANXA1,TNFAIP3,LTB,TRAC,S100A4,ZFP36L2,LYAR,S100A10,KLF6,GZMA,NKG7,MALAT1,TMSB4X
7	Clus_CD4_TEM	Memory T cell	2.25226877788339e-23	2.1266736533148e-24	0.0305556279478409	5/16	15/214	IL7R,KLRB1,KLF2,LTB,S100A4	GZMK,IL7R,IL32,CD2,SYNE2,CCL5,TNFAIP3,ITGA4,LTB,TRAC,ZFP36L2,LYAR,KLF6,MALAT1,ITGB1
8	Clus_CD4_TEM	Effector CD4-positive, alpha-beta T cell	3.90474841819863e-22	9.47564869327668e-23	0.0140978975967014	4/7	12/89	GZMK,KLRB1,GZMA,NKG7	GZMK,IL32,KLRB1,SYNE2,CCL5,S100A4,S100A11,S100A10,AHNAK,GZMA,NKG7,ITGB1
